"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Na Zjezdzie 6a, Krakow 30-527 Poland",,,,,,,,,,,,,,,,,,,,,,"American","Pizza","Fast Food",,,,,,,,,"slicefires@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21334335","false","false","50.04601","19.954954","Slice & Fries","0","+48 510 510 184","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21334335-Reviews-Slice_Fries-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/SliceFries-113997457094814"
"ul. Kalwaryjska 6, Krakow 33-332 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","Cafe","European",,,,,,,,,"piekarniaikawiarnia@lajkonik.com","1140","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"1140","420",,,"17425683","false","false","50.04417","19.94753","Lajkonik Piekarnia i Kawiarnia","0","+48 12 390 04 02","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17425683-Reviews-Lajkonik_Piekarnia_i_Kawiarnia-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://lajkonik-pik.pl/shop/kalwaryjska-6/"
"ul. Balicka 14 A Behind Lewiatan, Krakow 30-149 Poland",,,,,,,,,,,,,,,,,,,,,,"Italian",,,,,,,,,,,,"1260","780",,,,,,,"1260","780",,,"1260","780",,,"1260","780",,,"1320","780",,,"1320","780",,,"19611089","false","false","50.08156","19.88371","Pizzeria La Siciliana","0","+48 516 661 153","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19611089-Reviews-Pizzeria_La_Siciliana-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://pizzeria-la-siciliana-pizza-restaurant.business.site/"
"Osiedle Niepodleglosci 3, Krakow 31-865 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"20923248","false","false","50.082447","20.022486","KFC","0","+48 801 464 646","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20923248-Reviews-KFC-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://kfc.pl/main/home/restaurant/501?y_source=1_MTU1MDU5ODgtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"ul. Torfowa 3, Krakow 30-384 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"cukiernia@krakowskie-wypieki.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10785493","false","false","50.01866","19.90676","Cukiernia Krakowskie Wypieki","4","+48 12 684 39 20","$","1750","1383","#24 of 29 Bakeries in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10785493-Reviews-Cukiernia_Krakowskie_Wypieki-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.krakowskie-wypieki.pl"
"ul. Zwierzyniecka 30, Krakow 31-105 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Russian","Czech","Eastern European","Ukrainian",,,,,,"restaurant.slowianka@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8099667","false","false","50.05673","19.92976","Restauracja Slowianka","3","+48 883 779 833","$","1750","1387","#1,149 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8099667-Reviews-Restauracja_Slowianka-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"ul. Kremerowska 16, Krakow 31-130 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"753346","false","false","50.06762","19.92921","Dom Pizzy","3","+48 12 634 55 92","","1750","1384","#1,146 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d753346-Reviews-Dom_Pizzy-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Krowoderskich Zuchow 21a 21a, Krakow 31-271 Poland",,,,,,,,,,,,,,,,,,,,,,"Seafood","Mediterranean","European","Central European","Scandinavian",,,,,,,"marlinkrakow@gmail.com",,,,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"1080","480",,,"930","480",,,"23314751","false","false","50.088978","19.927523","MARLIN - Sklepy Rybne & Smazalnie","0","+48 12 420 30 88","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d23314751-Reviews-MARLIN_Sklepy_Rybne_Smazalnie-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://rybymarlinkrakow.pl/"
"Aleja Generala Tadeusza Bora-Komorowskiego 25B, Krakow 31-476 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European","Healthy",,,,,,,,,"piekarniaikawiarnia@lajkonik.com",,,,,"1080","420",,,"1080","420",,,"1080","420",,,"1080","420",,,"1080","420",,,,,,,"19071309","false","false","50.08676","19.97367","Lajkonik Piekarnia i Kawiarnia","0","+48 885 981 463","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19071309-Reviews-Lajkonik_Piekarnia_i_Kawiarnia-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://lajkonik-pik.pl/shop/bora-komorowskiego-25b/"
"ul. Jagiellonska 15, Krakow 31-010 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"1020","600",,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","540",,,"10390082","false","false","50.06158","19.93404","Kawiarnia U Pecherza","5","+48 513 158 003","$$ - $$$","1750","1382","#1,145 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10390082-Reviews-Kawiarnia_U_Pecherza-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/kawiarnia.upecherza/"
"ul. Lubelska 1, Krakow 30-003 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,"grzegorzblaski@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7721148","false","false","50.07363","19.92991","Bar Eva","3","+48 12 634 23 07","","1750","1385","#1,147 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d7721148-Reviews-Bar_Eva-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/bar.ewa"
"Grzegorzecka74, Krakow 31-559 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,"bistro@bistroantidotum.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12698498","false","false","50.05728","19.96453","""Bistro Antidotum""","9","+48 12 315 51 53","$","1750","1386","#1,148 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12698498-Reviews-Bistro_Antidotum-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/bistroantidotum/"
"Ulica Worcella 8, Krakow 31-154 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"kawowy.domek@gmail.com","1170","630",,,"1140","600",,,"1140","600",,,"1140","600",,,"1140","600",,,"1140","600",,,"1170","630",,,"11865580","false","false","50.06637","19.94419","Kawowy Domek","3","+48 577 186 259","$","1750","1381","#1,144 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d11865580-Reviews-Kawowy_Domek-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/kawowydomek/"
"ul. Strzelcow 26, Krakow 31-422 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3899511","false","false","50.09754","19.97367","Firmament michalscy","4",,"","1750","1390","#129 of 139 Coffee & Tea in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d3899511-Reviews-Firmament_michalscy-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"ul. Pawia 5 Galeria Krakowska, Krakow 31-154 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4368249","false","false","50.06804","19.94558","Avanti Lunch Bar","21","+48 12 628 76 88","$$ - $$$","1750","1389","#1,151 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d4368249-Reviews-Avanti_Lunch_Bar-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/AvantiLunchBar"
"Al. 3 Maja Near the Wisła Kraków Stadium, Krakow 33-332 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14939924","false","false","50.061592","19.91022","PakMan Pizzeria","2","+48 533 020 291","$","1750","1388","#1,150 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d14939924-Reviews-PakMan_Pizzeria-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/PakMan-Pizzeria-369741156865544/"
"ul. Wadowicka 6, Krakow 30-415 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"buma@bistrospacja.pl",,,,,"960","480",,,"960","480",,,"960","480",,,"960","480",,,"960","480",,,,,,,"8811791","false","false","50.03262","19.93898","Spacja","3","+48 12 296 51 15","","1750","1392","#1,153 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8811791-Reviews-Spacja-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://rondo.bistrospacja.pl/"
"ul. Eliasza Walerego Radzikowskiego 69, Krakow 31-315 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Pizza","European","Diner",,,,,,,,"restauracja.planet@gmail.com","1320","720",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"4932243","false","false","50.08655","19.891836","Pizzeria Planet Restauracja","23","+48 12 626 18 00","$","1750","1398","#1,159 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d4932243-Reviews-Pizzeria_Planet_Restauracja-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://pizzaplanet.com.pl/"
"ul. Starowislna 12, Krakow 31-032 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9800765","false","false","50.0578","19.943901","Vistula","19","+48 12 421 81 14","$$ - $$$","1750","1395","#1,156 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d9800765-Reviews-Vistula-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/VISTULA"
"Siewna 18, Krakow 31-231 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,"biuro@peperone.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10769178","false","false","50.09251","19.95447","Peperone Pizza & Restauracja","15","+48 12 446 66 60","$$ - $$$","1750","1396","#1,157 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10769178-Reviews-Peperone_Pizza_Restauracja-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://peperone.pl/kontakt/"
"ul. Rynek Podgorski 14, Krakow 30-518 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"coddykrakow@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8505959","false","false","50.04505","19.94944","Coddy","7","+48 503 485 999","","1750","1400","#1,161 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8505959-Reviews-Coddy-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Krakowska 36, Krakow 31-062 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Polish","European",,,,,,,,,"stoprocentmiesa@outlook.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15208136","false","false","50.0492","19.94325","100% MIESA-Meat Bistro","2","+48 883 402 224","$","1750","1393","#1,154 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d15208136-Reviews-100_MIESA_Meat_Bistro-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/100procentmiesa/?ref=br_rs"
"Pilotow 22, Krakow 31-462 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"dimitrvv@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12524505","false","false","50.08157","19.97471","Limonka","2","+48 606 399 751","","1750","1394","#1,155 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12524505-Reviews-Limonka-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/BistroLimonka/?ref=page_internal"
"Krupnicza 7, Krakow 33-332 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Mediterranean","European","Soups",,,,,,,,"krupnicza@olimprest.pl","1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"12188839","false","false","50.06359","19.93107","Olimp Krupnicza","3",,"$","1750","1399","#1,160 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12188839-Reviews-Olimp_Krupnicza-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://olimprest.pl/nasze-restauracje/"
"Ulica Kijanki 2, Krakow Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European",,,,,,,,,"krakow.kijanki@fabrykapizzy.pl","1320","690",,,"1320","690",,,"1320","690",,,"1320","690",,,"1320","690",,,"1320","690",,,"1320","690",,,"10782937","false","false","50.006752","19.967436","Fabryka Pizzy","20","+48 502 281 664","$$ - $$$","1750","1391","#1,152 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10782937-Reviews-Fabryka_Pizzy-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.fabrykapizzy.pl/kijanki"
"Tyniecka 82 (Rog Widłakowej i Tynieckiej), Krakow 30-376 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Polish","Cafe","European","Fusion",,,,,,,"catering.krakow@goldenmean.pl","1320","720",,,,,,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"21235307","false","false","50.035545","19.886385","Kawiarnia & Restauracja Golden Mean","5","+48 722 307 208","$","1750","1397","#1,158 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21235307-Reviews-Kawiarnia_Restauracja_Golden_Mean-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://centrum.goldenmean.pl/restauracja/"
"ul. Sienna 11, Krakow 31-041 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Polish","Bar","European","Pub","Vegetarian Friendly",,,,,,,"krakowskakoliba@wp.pl","1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1791209","false","false","50.060555","19.940556","Klub Krakowska Koliba","133","+48 12 431 14 78","$","1750","255","#198 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d1791209-Reviews-Klub_Krakowska_Koliba-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.krakowskakoliba.pl/"
"ul. Kurniki 6/1, Krakow 31-156 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Polish","Cafe","Vegetarian Friendly",,,,,,,,,"stopbar2016@wp.pl","660","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"11965550","false","false","50.067295","19.944445","StopBar","75","+48 884 975 800","$","1750","259","#201 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d11965550-Reviews-StopBar-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.stopbar.pl"
"ul. Krowoderska 48, Krakow 31-158 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"biuro@kociakawiarnia.pl","1140","660",,,"1140","660",,,,,,,,,,,,,,,"1140","660",,,"1200","660",,,"8476393","false","false","50.07109","19.934235","Kocia Kawiarnia Kociarnia","203","+48 795 010 130","$$ - $$$","1750","251","#41 of 121 Quick Bites in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8476393-Reviews-Kocia_Kawiarnia_Kociarnia-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://kociakawiarniakrakow.pl"
"ul. Slawkowska 32, Krakow 31-014 Poland","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,"restaurant","Polish","European","Eastern European","Central European","Vegetarian Friendly",,,,,,,"miodiwino@hawelka.pl","1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1098894","false","false","50.06526","19.938519","Restauracja Szlachecka Miod i Wino","591","+48 12 422 74 95","$$ - $$$","1750","253","#197 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d1098894-Reviews-Restauracja_Szlachecka_Miod_i_Wino-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.miodiwino.pl/"
"ul. Miodowa 39, Krakow 31-346 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,"restaurant","Polish","Vegetarian Friendly",,,,,,,,,,"polakowski@polakowski.com.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"697139","false","false","50.053387","19.947338","Polakowski Self Service Restaurant","990","+48 12 421 21 17","$","1750","252","#42 of 121 Quick Bites in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d697139-Reviews-Polakowski_Self_Service_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.polakowski.com.pl/"
"Grodzka 3 Malopolskie, Krakow 31-006 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Polish","Eastern European","Georgian","International","Vegetarian Friendly","Vegan Options",,,,,,"grodzka3.chaczapuri@gmail.com","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1440","720",,,"1440","720",,,"1101665","false","false","50.060005","19.9375","Gruzinskie Chaczapuri - Grodzka","971","+48 501 798 847","$$ - $$$","1750","260","#202 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d1101665-Reviews-Gruzinskie_Chaczapuri_Grodzka-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/gruzinskiechaczapuri/"
"ul. Grodzka 43, Krakow 31-001 Poland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","Polish","European","Eastern European","Central European","Vegetarian Friendly",,,,,,,,"1200","540",,,"1200","540",,,"1200","540",,,"1200","540",,,"1200","540",,,"1200","540",,,"1200","540",,,"2693216","false","false","50.057865","19.93807","Bar Mleczny","632","+48 12 422 08 74","$","1750","254","#43 of 121 Quick Bites in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d2693216-Reviews-Bar_Mleczny-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.bar-mleczny.com.pl/"
"Czysta 9, Krakow 31-121 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Mexican","Healthy","Vegetarian Friendly","Vegan Options",,,,,,,,"pocoloco@pocolocokrakow.pl","1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"11852996","false","false","50.063778","19.926561","Poco Loco","83","+48 690 800 805","$","1750","257","#44 of 121 Quick Bites in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d11852996-Reviews-Poco_Loco-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.pocolocokrakow.pl/"
"ul. Sienna 12, Krakow 31-041 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Polish","European","Eastern European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"restauracja@kogel-mogel.pl","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"3206596","false","false","50.06058","19.94087","Kogel Mogel Restaurant","1591","+48 12 426 49 68","$$ - $$$","1750","107","#83 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d3206596-Reviews-Kogel_Mogel_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.kogel-mogel.pl"
"ul. Sw. Tomasza 35 Św. Tomasza 35, Krakow 31-027 Poland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub",,,,,,,,,"biuro@houseofbeerkrakow.com","780","720",,,"60","0","1500","840","2220","840",,,"1440","840",,,"840","0",,,"840","0",,,"840","720",,,"14029261","false","false","50.06199","19.942326","House of Beer","810","+48 12 349 05 42","$$ - $$$","1750","102","#80 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d14029261-Reviews-House_of_Beer-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.houseofbeerkrakow.com/"
"ul. Boleslawa Limanowskiego 46 Opposite to Limanowskiego Tram Stop and near plac bohaterów getta, Krakow 30-551 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,,,,,"info@zayka.pl","1320","720",,,,,,,"1260","720",,,"1260","720",,,"1260","720",,,"1320","840",,,"1320","720",,,"9584286","false","false","50.044388","19.95708","Zayka Authentic Indian Restaurant","214","+48 508 786 855","$$ - $$$","1750","101","#79 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d9584286-Reviews-Zayka_Authentic_Indian_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.zayka.pl"
