"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Mavromichali 159, Athens Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17353644","false","false","37.98842","23.74514","Grande Capone","0","+30 21 0646 4961","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17353644-Reviews-Grande_Capone-Athens_Attica.html","http://grandecapone.gr/"
"Georgiou Papandreou 31, Athens 135 62 Greece",,,,,,,,,,,,,,,,,,,,,,"Mediterranean",,,,,,,,,,,"mezemouries@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21288014","false","false","38.030643","23.72256","Mezedopolio Mouries","0","+30 21 1405 0880","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21288014-Reviews-Mezedopolio_Mouries-Athens_Attica.html","https://www.facebook.com/Mezedopolio-Mouries-%CE%9C%CE%B5%CE%B6%CE%B5%CE%B4%CE%BF%CF%80%CF%89%CE%BB%CE%B5%CE%AF%CE%BF-%CE%9C%CE%BF%CF%85%CF%81%CE%B9%CE%AD%CF%82-296464513790092/"
"Effranoros 21, Athens 11635 Greece",,,,,,,,,,,,,,,,,,,,,,"Diner",,,,,,,,,,,"ohmypinsa@gmail.com","1440","780",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","780",,,,,"21339987","false","false","39.78331","21.708534","Oh_my Pinsa!","0","+30 21 1411 8184","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21339987-Reviews-Oh_my_Pinsa-Athens_Attica.html","https://www.facebook.com/oh.my.pinsa/"
"Pefkon 2 Heraklion, Athens 14122 Greece",,,,,,,,,,,,,,,,,,,,,,"Brazilian","South American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18929638","false","false","37.9807","23.70236","Coffee Lab","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d18929638-Reviews-Coffee_Lab-Athens_Attica.html",
"Miaouli 26 Plateía Psyrrí, Athens 10554 Greece",,,,,,,,,,,,,,,,,,,,,,"Italian",,,,,,,,,,,"scoop.icecream@hotmail.com","1560","630",,,,,"1530","630",,,,,"1530","630",,,,,"1530","630",,,,,"1530","630",,,,,"1560","630",,,,,"1590","630",,,,,"19256972","false","false","37.97835","23.72513","Scoop Ice Cream","0","+30 21 0321 0669","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d19256972-Reviews-Scoop_Ice_Cream-Athens_Attica.html","https://www.facebook.com/scoop-828682297530764/"
"Kallirois 63, Athens 11743 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19565210","false","false","37.96284","23.7262","Fogg Fix","0","+30 21 0921 4444","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d19565210-Reviews-Fogg_Fix-Athens_Attica.html","https://www.facebook.com/pages/category/Barbecue-Restaurant/FOGG-FIX-%CE%BF-%CE%B3%CF%8D%CF%81%CE%BF%CF%82-%CF%84%CE%BF%CF%85-%CE%BA%CF%8C%CF%83%CE%BC%CE%BF%CF%85-987958008049285/"
"25 Tmolou, Athens 162 33 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,"masavyronas@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8763903","false","false","37.954506","23.762882","Masa","0","+30 21 0764 7392","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d8763903-Reviews-Masa-Athens_Attica.html","https://www.facebook.com/%CE%9C%CE%B1%CF%83%CE%B1-%CF%83%CE%BF%CF%85%CE%B2%CE%BB%CE%AC%CE%BA%CE%B9-%CE%BA%CE%B1%CF%84%CF%83%CE%B1%CF%81%CF%8C%CE%BB%CE%B1-%CF%83%CF%87%CE%AC%CF%81%CE%B1-149560012055150/"
"Theodoritou Vresthesis 7, Athens 151 10 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19393097","false","false","37.96367","23.73075","Vomvyla Pastry","0","+30 21 0922 1080","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d19393097-Reviews-Vomvyla_Pastry-Athens_Attica.html","https://www.loukoumiavomvila.gr/"
"Protogenous 8, Athens 10554 Greece",,,,,,,,,,,,,,,,,,,,,,"American","Brew Pub","Barbecue","Pub","Diner","Street Food",,,,,,"info@monsterburgers.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21261700","false","false",,,"Monster Burgers and Beers","0","+30 21 0325 0324","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21261700-Reviews-Monster_Burgers_and_Beers-Athens_Attica.html","https://www.facebook.com/monsterburgersnbeers/?ref=py_c"
"Athens 11853 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17609283","false","false","37.96735","23.706455","Dropolis","0","+30 21 0347 5324","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17609283-Reviews-Dropolis-Athens_Attica.html","http://dropolis.gr/"
"Evridamantos 19, Athens 117 45 Greece",,,,,,,,,,,,,,,,,,,,,,"American","Bar","Pizza","Cafe","European","Pub","Street Food",,,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"23265089","false","false","37.95652","23.718401","Lalos","0","+30 21 0937 3987","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d23265089-Reviews-Lalos-Athens_Attica.html","http://www.instagram.com/lalosathens/"
"Pl. Iroon 7, Athens 105 54 Greece",,,,,,,,,,,,,,,,,,,,,,"Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19043128","false","false","37.97842","23.72513","Nikolas","0","+30 21 0281 0455","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d19043128-Reviews-Nikolas-Athens_Attica.html",
"Athens Greece",,,,,,,,,,,,,,,,,,,,,,"American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3709303","false","false",,,"Applebee's","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d3709303-Reviews-Applebee_s-Athens_Attica.html",
"Damokleous 10 Gazi, Athens Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3709133","false","false","37.97936","23.71103","Illuminati","0","+30 21 1405 2389","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d3709133-Reviews-Illuminati-Athens_Attica.html",
"Kanari 46, Athens 17235 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,,"1320","540",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"14034918","false","false","37.9498","23.73635","Κakao Original","0","+30 21 0970 0938","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14034918-Reviews-Akao_Original-Athens_Attica.html","https://www.facebook.com/KAKAOoriginal/"
"Emmanouil Benaki 78, Athens 106 81 Greece",,,,,,,,,,,,,,,,,,,,,,"Brew Pub","Bar","Cafe","Pub",,,,,,,,,"1560","540",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1680","480",,,,,"1680","480",,,,,"1680","540",,,,,"20284559","false","false",,,"Va.Ben.E.","0","+30 21 0381 1411","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d20284559-Reviews-Va_Ben_E-Athens_Attica.html","http://www.facebook.com/ValtetsiouBenakiExarheia/"
"Andrea Metaxa 30 Exarhia, Athens 10681 Greece",,,,,,,,,,,,,,,,,,,,,,"African","Spanish","Greek","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7193948","false","false","37.98597","23.73473","Aplo Spanish Restaurant","0","+30 21 3033 6453","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d7193948-Reviews-Aplo_Spanish_Restaurant-Athens_Attica.html",
"Elasidon 5A Pl. Koulouris, Athens 11854 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse",,,,,,,,,,,,,,,,,,"780","60",,,,,"780","60",,,,,"780","60",,,,,"780","60",,,,,"780","60",,,,,"780","60",,,,,"10209019","false","false","37.97623","23.710667","Pita Status","8","+30 21 3032 6565","","2681","2002","#1,698 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10209019-Reviews-Pita_Status-Athens_Attica.html","http://www.facebook.com/pita.status/"
"Chalepa 14, Athens 11141 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13328679","false","false","38.01759","23.741625","Pomo Pizzabar","5","+30 21 0201 4000","$$ - $$$","2681","2003","#1,699 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13328679-Reviews-Pomo_Pizzabar-Athens_Attica.html","https://www.facebook.com/POMO-PIZZA-BAR-297511870754470/"
"Stadiou 10, Athens 10564 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","Fast Food","European","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15307260","false","false","37.97805","23.7335","Galaxy","2","+30 21 0322 7733","$$ - $$$","2681","2000","#1,696 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d15307260-Reviews-Galaxy-Athens_Attica.html",
"13 Kolchidos Ampelokipoi, Athens 115 22 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Grill",,,,,,,,,,,"info@burgersandroses.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8291265","false","false","37.99089","23.75766","Burgers 'n' Roses","3","+30 21 0644 6510","","2681","2008","#1,704 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d8291265-Reviews-Burgers_n_Roses-Athens_Attica.html","http://www.burgersandroses.gr/"
"Adrianou 52, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Contemporary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3174259","false","false","37.97562","23.72533","Coffee Room","7",,"","2681","1999","#174 of 248 Coffee & Tea in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d3174259-Reviews-Coffee_Room-Athens_Attica.html",
"Plateia Varnava, Athens 116 35 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2588210","false","false","37.96555","23.7432","I Mikri Vouli","36","+30 21 0756 5523","$$ - $$$","2681","2001","#1,697 of 2,546 Restaurants in Athens","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2588210-Reviews-I_Mikri_Vouli-Athens_Attica.html","https://www.facebook.com/%CE%97-%CE%9C%CE%B9%CE%BA%CF%81%CE%AE-%CE%92%CE%BF%CF%85%CE%BB%CE%AE-246026738797069/"
"Voutadon 50, Athens 118 54 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,"gogazi@hotmail.com","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"15677403","false","false","37.97902","23.711","Goody's Burger House","2","+30 21 0347 6405","$","2681","2004","#1,700 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d15677403-Reviews-Goody_s_Burger_House-Athens_Attica.html","http://www.goodysburgerhouse.com/en/"
"Zoodochou Pigis 24, Athens 106 81 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Street Food","Mexican","Lebanese","Mediterranean","Arabic",,,,,,,,,,,,,"780","60",,,,,"795","780",,,,,"780","60",,,,,"780","60",,,,,"780","60",,,,,"780","360",,,,,"13225842","false","false","37.984154","23.734657","Lacantina Street Food","7","+30 21 0381 0542","$","2681","2007","#1,703 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13225842-Reviews-Lacantina_Street_Food-Athens_Attica.html","https://www.facebook.com/lacantina.street.food/"
"Victoria Square 5, Athens 10434 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Mediterranean","European","Greek",,,,,,,,"palmie_victoria@yahoo.com","1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"13114075","false","false","37.99284","23.729555","Palmie Bistro","18","+30 21 0883 6592","$","2681","1254","#1,050 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13114075-Reviews-Palmie_Bistro-Athens_Attica.html","http://www.palmiebistro.gr/"
"114-118 Megalou Alexandrou Kerameikos, Athens 104 35 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Thai","Singaporean","Malaysian","Vietnamese","Vegetarian Friendly",,,,,"konstanv@gmail.com","1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1470","780",,,,,"1470","780",,,,,"10386739","false","false","37.981693","23.714554","Mentaleaty - Asian Food Therapy","25","+30 21 3040 5430","$","2681","1255","#1,051 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10386739-Reviews-Mentaleaty_Asian_Food_Therapy-Athens_Attica.html","https://www.facebook.com/mentaleaty/"
"Tsocha 41 Tsocha 41 & Kyriakou Panagi, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6650784","false","false","37.98656","23.75489","Eros Iros","24","+30 21 0646 3820","$$ - $$$","2681","1259","#1,054 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d6650784-Reviews-Eros_Iros-Athens_Attica.html",
"Ippokratous 37, Athens 10680 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,"info@kalopsimeno.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12850209","false","false","37.9831","23.73599","Kalo Psimeno","17","+30 21 0363 6136","$","2681","1250","#1,046 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12850209-Reviews-Kalo_Psimeno-Athens_Attica.html","https://www.facebook.com/%CE%9A%CE%B1%CE%BB%CF%8C-%CE%A8%CE%B7%CE%BC%CE%AD%CE%BD%CE%BF-441471759264790/"
"Papadiamantopoulou 38, Athens 15771 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Barbecue","Greek","Grill",,,,,,,,"ravaisi@ymail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15612997","false","false","37.979527","23.757341","Ravaisi","9","+30 21 0770 0160","$","2681","1253","#1,049 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d15612997-Reviews-Ravaisi-Athens_Attica.html","https://www.facebook.com/pages/category/Restaurant/Ravaisi-345783298886723/"
"Koumpari 5, Athens 10674 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,"dry.caffe@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13413759","false","false","37.97639","23.74055","Dry Caffe & Spuntino","11","+30 21 0362 8782","$$ - $$$","2681","1258","#101 of 160 Dessert in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13413759-Reviews-Dry_Caffe_Spuntino-Athens_Attica.html","https://www.facebook.com/DryCaffeSpuntino/"
"Vasileos Georgiou A_ 2 Syntagma Square, Athens 10564 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Contemporary",,,,,,,,,,,"welcome@njvathensplaza.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8667813","false","false","37.97629","23.73466","Plaza Lounge","15","+30 21 0335 2400","$$ - $$$","2681","1257","#1,053 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d8667813-Reviews-Plaza_Lounge-Athens_Attica.html","http://www.njvathensplaza.gr/en/restaurants-and-bars.html#item-21_cat-restaurants"
"Ktisiou 3, Athens 116 35 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17451374","false","false","37.972176","23.744415","No Name","8","+30 21 0725 8804","$$ - $$$","2681","1251","#1,047 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17451374-Reviews-No_Name-Athens_Attica.html","https://www.facebook.com/No-Name-Pagrati-151744235419514/"
"Voukourestiou 16, Athens 10652 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10617553","false","false","37.97737","23.73621","Il Gatto Caffe","13","+30 21 0360 7777","$$ - $$$","2681","1252","#1,048 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10617553-Reviews-Il_Gatto_Caffe-Athens_Attica.html","https://www.facebook.com/ilgattocaffe/"
"Panepistimiou Themistokleous 2, Athens 10678 Greece",,,,,,,,,,,,,,,,,,,,,,"Cafe",,,,,,,,,,,"info@coffeeisland.gr","1200","480",,,,,"1260","360",,,,,"1260","360",,,,,"1260","360",,,,,"1260","360",,,,,"1260","360",,,,,"1260","420",,,,,"12682677","false","false","37.98293","23.73073","Coffee Island","0","+30 21 0330 7007","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12682677-Reviews-Coffee_Island-Athens_Attica.html","http://www.coffeeisland.gr"
"Liosion 158, Athens 10445 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15191461","false","false","38.00288","23.72221","Peinagrammon","0","+30 21 1184 7948","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d15191461-Reviews-Peinagrammon-Athens_Attica.html","https://www.facebook.com/%CE%A0%CE%B5%CE%B9%CE%BD%CE%AC%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%BF%CE%BD-2053807351520498/"
"Avramiotou 6-8, Athens 105 51 Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21297347","false","false",,,"Dara Thai Restaurant","0","+30 21 0975 5698","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21297347-Reviews-Dara_Thai_Restaurant-Athens_Attica.html","http://www.facebook.com/Dara-Thai-Restaurant-Athens-127431054301247"
"Nik. Dimitrakopoulou 42, Athens 117 42 Greece",,,,,,,,,,,,,,,,,,,,,,"Italian","Mediterranean","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21246495","false","false","38.00983","23.696236","Roka","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21246495-Reviews-Roka-Athens_Attica.html","https://www.instagram.com/roka_all_day_restaurant/"
"Athens Greece",,,,,,,,,,,,,,,,,,,,,,"European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"790065","false","false","37.98381","23.72754","opera","0",,"$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d790065-Reviews-Opera-Athens_Attica.html",
"Ippokratous 56, Athens 10680 Greece",,,,,,,,,,,,,,,,,,,,,,"Mediterranean","Greek",,,,,,,,,,"opsopoiein@gmail.com",,,,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1080","720",,,,,"17454918","false","false","37.983707","23.737598","Opsopoiein","0","+30 21 5500 3767","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17454918-Reviews-Opsopoiein-Athens_Attica.html","https://www.facebook.com/opsopoiein/"
"Laskaridou 7 & Louizis Riankour, Athens 115 27 Greece",,,,,,,,,,,,,,,,,,,,,,"Italian","American","Mediterranean","Greek",,,,,,,,,"720","480",,,,,"720","480",,,,,"720","480",,,,,"720","480",,,,,"720","480",,,,,"720","480",,,,,"720","480",,,,,"17325746","false","false","37.993942","23.76551","Zen Cafe Restaurant","0","+30 21 3005 0821","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17325746-Reviews-Zen_Cafe_Restaurant-Athens_Attica.html","https://www.facebook.com/zenbarpanormou/"
"Panepistimiou 29, Athens 10564 Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1020","450",,,,,"1020","450",,,,,"1020","450",,,,,"1020","450",,,,,"1020","450",,,,,,,,,,,"15242836","false","false","37.97951","23.733435","MairakiCafe","0","+30 21 0322 3737","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d15242836-Reviews-MairakiCafe-Athens_Attica.html","http://cafemairaki.wixsite.com/mairaki"
"Solonos 58, Athens 106 72 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,"aromasolonos@gmail.com",,,,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"840","420",,,,,"19126446","false","false","37.98062","23.7367","Aroma cafe Kolonaki","0","+30 21 0363 7515","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d19126446-Reviews-Aroma_cafe_Kolonaki-Athens_Attica.html","https://www.facebook.com/aromacafekolonaki/"
"Emmanouil Benaki 7-9, Athens 10678 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,"homelette2018@gmail.com",,,,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"960","540",,,,,"16841934","false","false","37.98356","23.73065","Homelette","3","+30 21 0381 0082","$","2681","2006","#1,702 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d16841934-Reviews-Homelette-Athens_Attica.html","https://www.facebook.com/HOMELETTESTREETFOOD/"
"Aristidou 1, Athens 10559 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Wine Bar",,,,,,,,,"bluejasmineathens@gmail.com","1080","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1080","480",,,,,"20245857","false","false","37.979557","23.729742","Blue Jasmine","6","+30 21 6939 0566","$$ - $$$","2681","2005","#1,701 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d20245857-Reviews-Blue_Jasmine-Athens_Attica.html","http://www.bluejasmineathens.gr"
"Skoufa 51, Athens 106 72 Greece",,,,,,,,,,,,,,,,,,,,,,"Diner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23025336","false","false","38.03817","23.675884","Masterwok","0","+30 21 0363 8687","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d23025336-Reviews-Masterwok-Athens_Attica.html","https://www.facebook.com/Masterwok.kolonaki"
