"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Sattlerstr. 1, 80331 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Italian","German","Turkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23135718","false","false","48.136868","11.572506","Donato Pizza","0","+49 89 39295050","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d23135718-Reviews-Donato_Pizza-Munich_Upper_Bavaria_Bavaria.html","http://donatopizza.de"
"Bodenseestrasse 228, 81243 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nadja.luchetta@gmail.com",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,"21232111","false","false","48.143307","11.42529","Vivi La Vita","0","+49 89 89996499","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21232111-Reviews-Vivi_La_Vita-Munich_Upper_Bavaria_Bavaria.html","http://vivi-la-vita.eatbu.com/?lang=de"
"Oberanger 31, 80331 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Barbecue",,,,,,,,,,,,"muenchen@abaccos-steakhouse.de","1260","690",,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,"17763495","false","false","48.134415","11.57059","ABACCO'S STEAKHOUSE Munich","64","+49 89 24212444","$$ - $$$","3187","624","#581 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d17763495-Reviews-ABACCO_S_STEAKHOUSE_Munich-Munich_Upper_Bavaria_Bavaria.html","http://www.abaccos-steakhouse.de/muenchen.html"
"Konigswieserstr 5, 81475 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Thai","Vietnamese",,,,,,,,,"sushi-sam@gmx.de","870","660","1320","1020","870","660","1320","1020",,,"870","660","1320","1020",,,"870","660","1320","1020",,,"870","660","1320","1020",,,"870","660","1320","1020",,,,,,,"12615426","false","false","48.08281","11.4848","Sushi Sam","3","+49 89 7554579","$$ - $$$","3187","3087","#2,759 of 3,168 Restaurants in Munich","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d12615426-Reviews-Sushi_Sam-Munich_Upper_Bavaria_Bavaria.html","http://sushi-sam.com"
"Angertorstrasse 4, 80469 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly",,,,,,,,,,,,"mail@rustikeria.de","1320","1020",,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,"14068792","false","false","48.13116","11.56991","Rustikeria - Bottega Toscana","21","+49 89 45204502","$$ - $$$","3187","628","#585 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d14068792-Reviews-Rustikeria_Bottega_Toscana-Munich_Upper_Bavaria_Bavaria.html","http://www.rustikeria.de"
"Martin-Luther-Str. 8, 81539 Munich, Bavaria Germany","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly","Vegan Options",,,,,,,,,,"info@van-hoa.de","1380","870",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"1380","960",,,"1039638","false","false","48.11465","11.5764","Van Hoa","52","+49 89 62060880","$","3187","3125","#2,793 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1039638-Reviews-Van_Hoa-Munich_Upper_Bavaria_Bavaria.html","http://www.van-hoa.de"
"Karlstr. 56, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,"1320","960",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,"3177562","false","false","48.145363","11.558817","Japan Sushi Gourmet","72","+49 89 59998799","$$ - $$$","3187","633","#590 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d3177562-Reviews-Japan_Sushi_Gourmet-Munich_Upper_Bavaria_Bavaria.html","http://www.japan-sushi-gourmet.de/"
"Grafinger Str. 6, 81671 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","Bar","European","Pub","International","Central European","Vegetarian Friendly",,,,,,,"info@kantine-muenchen.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5509402","false","false","48.12443","11.60732","NachtKantine","16","+49 4445 1084","$$ - $$$","3187","3118","#2,786 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5509402-Reviews-NachtKantine-Munich_Upper_Bavaria_Bavaria.html","http://www.nachtkantine.de/"
"Haeberlstr. 9, 80337 Munich, Bavaria Germany","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Pizza","Vegetarian Friendly",,,,,,,,,"info@restaurant-oliveto.de","1500","690",,,"1500","690",,,,,"1500","690",,,,,"1500","690",,,,,"1500","690",,,,,"1500","690",,,,,"1500","690",,,"1863637","false","false","48.128162","11.558889","Oliveto","183","+49 89 599993913","$$ - $$$","3187","636","#593 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1863637-Reviews-Oliveto-Munich_Upper_Bavaria_Bavaria.html","http://www.restaurant-oliveto.de"
"Rumfordstr. 39, 80469 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"ooh_baby_i_like_it_raw@web.de","1020","540",,,,,,,,,"960","540",,,,,"960","540",,,,,"960","540",,,,,"960","540",,,,,"1020","540",,,"8714314","false","false","48.13391","11.580454","Ooh Baby I Like It Raw","34","+49 89 89052339","$","3187","629","#586 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d8714314-Reviews-Ooh_Baby_I_Like_It_Raw-Munich_Upper_Bavaria_Bavaria.html","http://www.cafeoohbaby.de"
"Friedenstrasse 2, 81671 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Asian","Vietnamese",,,,,,,,,,,,"info@asia-center-muenchen.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15014966","false","false","48.12435","11.60317","Asia Center","0","+49 89 61372863","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d15014966-Reviews-Asia_Center-Munich_Upper_Bavaria_Bavaria.html","http://www.asia-center-muenchen.de/category/15/kontakt.html"
"Volkartstr. 26, 80634 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"870","660","1320","1020","870","660","1320","1020",,,"870","660","1320","1020",,,"870","660","1320","1020",,,"870","660","1320","1020",,,"870","660","1320","1020",,,"870","660","1320","1020","7186370","false","false","48.155678","11.53516","DuFu Bun","51","+49 89 20208536","$","3187","634","#591 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7186370-Reviews-DuFu_Bun-Munich_Upper_Bavaria_Bavaria.html","http://www.facebook.com/pages/DuFu-Bun/1021654874532853?hc_ref=ARRgMrfxOLQDHpuVf_XgbXr1o-u2KeG3kfFvK0SdJ-tgwCDNKNZWBHd81e4Ckz3GHPI"
"Oskar-Schlemmer-Str. 7, 80807 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,"parkstadt.muenchen@deananddavid.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16824927","false","false","48.17881","11.59422","Dean & David","1","+49 89 66059353","","3187","3119","#2,787 of 3,168 Restaurants in Munich","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d16824927-Reviews-Dean_David-Munich_Upper_Bavaria_Bavaria.html","https://deananddavid.de"
"Weltenburger Strasse 6, 81677 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,"info@backspielhaus.de","1080","480",,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,"2206632","false","false","48.1411","11.627237","Backspielhaus Restaurant","222","+49 89 92870920","$$ - $$$","3187","3120","#2,788 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2206632-Reviews-Backspielhaus_Restaurant-Munich_Upper_Bavaria_Bavaria.html","https://www.backspielhaus.de/"
"Sendlinger Str. 10, 80331 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Bar","International","Wine Bar","Vegetarian Friendly",,,,,,,,,"info@coleandporter.de",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1560","600",,,,,"1620","600",,,,,"1680","600",,,"4136876","false","false","48.136116","11.571643","Cole & Porter Bar","89","+49 89 81893854","$$ - $$$","3187","627","#584 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d4136876-Reviews-Cole_Porter_Bar-Munich_Upper_Bavaria_Bavaria.html","http://www.coleandporter.de/"
"Schloss Nymphenburg 30, 80638 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20878571","false","false","48.1587","11.503843","Bierig Gut","0","+49 89 12020890","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d20878571-Reviews-Bierig_Gut-Munich_Upper_Bavaria_Bavaria.html","https://www.schlosswirtschaft-schwaige.de/bierig-gut-2/"
"Schloss Nymphenburg 30, 80638 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20878429","false","false","48.1587","11.503843","Konig Ludwig","0","+49 89 12020890","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d20878429-Reviews-Konig_Ludwig-Munich_Upper_Bavaria_Bavaria.html","https://www.schlosswirtschaft-schwaige.de/konig-ludwig-stuberl/"
"Kurfurstenstrasse 47, 80801 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,"ebadiyosef@yandex.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19454396","false","false","48.15798","11.57542","Monaco Pizza Baguette","1","+49 89 2721234","$$ - $$$","3187","3124","#2,792 of 3,168 Restaurants in Munich","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d19454396-Reviews-Monaco_Pizza_Baguette-Munich_Upper_Bavaria_Bavaria.html","http://www.monacopizzaheimservicemuenchen.de"
"Hochbrucken Strasse 4, 80331 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Italian","Mediterranean","Wine Bar",,,,,,,,,,,"rc@barele.de",,,,,,,,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,"21340788","false","false","48.136395","11.579838","Barele","0","+49 171 7837234","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21340788-Reviews-Barele-Munich_Upper_Bavaria_Bavaria.html","http://www.barele.de"
"Dachauer Str. 145A, 80335 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Japanese","Sushi","Asian","Healthy","Street Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20029678","false","false","48.1531","11.55491","Sushi Usio","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d20029678-Reviews-Sushi_Usio-Munich_Upper_Bavaria_Bavaria.html","http://sushiusio.de"
"Lindwurmstr. 205, 80337 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10319563","false","false","48.12195","11.54368","Uncle's Burger & Bar","26","+49 89 76772270","$$ - $$$","3187","3122","#2,790 of 3,168 Restaurants in Munich","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d10319563-Reviews-Uncle_s_Burger_Bar-Munich_Upper_Bavaria_Bavaria.html","http://www.uncles-burger-bar.de/locations/"
"Orleanspl. 10, 81667 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,"1500","600",,,"1440","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,"5507540","false","false","48.127827","11.604515","Subway","8","+49 89 37980643","","3187","3090","#53 of 60 Quick Bites in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5507540-Reviews-Subway-Munich_Upper_Bavaria_Bavaria.html","https://restaurants.subway.com/de/deutschland/by/munchen/orleansplatz-10?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=41581&utm_campaign=evergreen-2020&y_source=1_MTQ5MjQ2NjQtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Arabellastrasse 6, 81925 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Italian","American","Bar","Cafe","European","Deli","Pub","Central European",,,,,,,"1260","420",,,"1260","420",,,,,"1260","420",,,,,"1260","420",,,,,"1260","420",,,,,"1260","420",,,,,"1260","420",,,"21392330","false","false","48.15203","11.61672","The Drop - Botanical Bar & Eatery","0","+49 89 92648704","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21392330-Reviews-The_Drop_Botanical_Bar_Eatery-Munich_Upper_Bavaria_Bavaria.html","http://www.arabellapark-dining.com/bars"
"Sonnenstrasse 24-26, 80331 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20878586","false","false",,,"Hans im Gluck Burgergrill and Bar","0","+49 89 55999966","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d20878586-Reviews-Hans_im_Gluck_Burgergrill_and_Bar-Munich_Upper_Bavaria_Bavaria.html","https://hansimglueck-burgergrill.de/"
"Schleissheimer Str. 253, 80809 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Italian",,,,,,,,,,,,"info@avanti.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5513987","false","false","48.178","11.5671","Avanti Pizza","9","+49 89 353095","$","3187","3123","#2,791 of 3,168 Restaurants in Munich","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5513987-Reviews-Avanti_Pizza-Munich_Upper_Bavaria_Bavaria.html","http://www.avanti.de/home"
"Schloss Nymphenburg 30, 80638 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mail@schlosswirtschaft-schwaige.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20878572","false","false","48.1587","11.503843","Candle Light Dinner","0","+49 89 12020890","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d20878572-Reviews-Candle_Light_Dinner-Munich_Upper_Bavaria_Bavaria.html","https://www.schlosswirtschaft-schwaige.de/candle-light-dinner/"
"Luederitzstr. 1, 81929 Munich, Bavaria Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,,,"1410","660",,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,"964489","false","false","48.14061","11.642869","Neptun","200","+49 89 936518","$$ - $$$","3187","631","#588 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d964489-Reviews-Neptun-Munich_Upper_Bavaria_Bavaria.html","http://www.restaurant-neptun.de"
"Rindermarkt 6, 80331 Munich, Bavaria Germany","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Barbecue","Fast Food",,,,,,,,,,,"info@ruffsburger.de","1260","660",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,"12622032","false","false","48.136143","11.574372","Ruff's Burger Marienplatz","48","+49 89 24408928","$","3187","626","#583 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d12622032-Reviews-Ruff_s_Burger_Marienplatz-Munich_Upper_Bavaria_Bavaria.html","http://www.ruffsburger.de/"
"Schloss Nymphenburg 30, 80638 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20878574","false","false","48.1587","11.503843","Dinner Im Rausch Der Sinne","0","+49 89 12020890","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d20878574-Reviews-Dinner_Im_Rausch_Der_Sinne-Munich_Upper_Bavaria_Bavaria.html","https://www.schlosswirtschaft-schwaige.de/dinner-im-rausch-der-sinne-2/"
"Kazmairstr. 37, 80339 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kontakt@yildizimbiss-konditorei.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10025883","false","false","48.13451","11.54163","Yildiz","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d10025883-Reviews-Yildiz-Munich_Upper_Bavaria_Bavaria.html",
"Menzinger Str. 65, 80638 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6770872","false","false","48.162666","11.500326","Cafe Botanischer Garten","81","+49 89 170333","$$ - $$$","3187","3101","#2,772 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6770872-Reviews-Cafe_Botanischer_Garten-Munich_Upper_Bavaria_Bavaria.html","https://cafe-botanischergarten.de/"
"Sendlinger-Tor-Platz 10, 80336 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,"ifangsushi@gmail.com","1380","660",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,"3953331","false","false","48.13405","11.56671","Ifang","34","+49 89 51556868","$$ - $$$","3187","3098","#2,769 of 3,168 Restaurants in Munich","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d3953331-Reviews-Ifang-Munich_Upper_Bavaria_Bavaria.html","http://www.ifangsushi.de/index.php/en/"
"Bahnhofpl. 2, 80335, 80335 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","Fast Food","Turkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13693219","false","false","48.14045","11.56188","Medi Doner","1","+49 89 20185567","","3187","3103","#2,773 of 3,168 Restaurants in Munich","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d13693219-Reviews-Medi_Doner-Munich_Upper_Bavaria_Bavaria.html",
"Amalienstr. 28, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9726072","false","false","48.14741","11.57684","Lutgering","1",,"","3187","3099","#2,770 of 3,168 Restaurants in Munich","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d9726072-Reviews-Lutgering-Munich_Upper_Bavaria_Bavaria.html",
"Dreimuehlenstr. 10, 80469 Munich, Bavaria Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Gastropub","Vegetarian Friendly",,,,,,,,,"quattrotavoli@gmail.com",,,,,"1020","900","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1410","1080",,,"1410","1080",,,"5051572","false","false","48.12234","11.5617","Quattro Tavoli","42","+49 89 74118157","$$ - $$$","3187","632","#589 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5051572-Reviews-Quattro_Tavoli-Munich_Upper_Bavaria_Bavaria.html","http://www.quattrotavoli.com"
"Gabelsbergerstr. 22, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17781425","false","false","48.14856","11.56531","Cafe ArtTum","2","+49 89 52057550","","3187","3102","#212 of 229 Coffee & Tea in Munich","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d17781425-Reviews-Cafe_ArtTum-Munich_Upper_Bavaria_Bavaria.html","https://www.drdimitriosmihalios.de/home/cafe-arttum/"
"Landsberger Str. 108, 80339 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1356623","false","false","48.1402","11.53583","Gaststatte Landsberger Eck Ihn. Murina Madzarevic","2","+49 89 51099418","","3187","3100","#2,771 of 3,168 Restaurants in Munich","1.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1356623-Reviews-Gaststatte_Landsberger_Eck_Ihn_Murina_Madzarevic-Munich_Upper_Bavaria_Bavaria.html",
"Landsberger Str. 331, 80687 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,"1500","600",,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,"7113318","false","false","48.14359","11.4951","Ristorante Nuova Italia","87","+49 89 56826615","$$ - $$$","3187","3097","#2,768 of 3,168 Restaurants in Munich","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7113318-Reviews-Ristorante_Nuova_Italia-Munich_Upper_Bavaria_Bavaria.html","http://nuovaitalia.de"
"Goteboldstr. 189, 81249 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1357510","false","false","48.19152","11.4217","Bruckerl","1","+49 89 81339007","","3187","3104","#2,774 of 3,168 Restaurants in Munich","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1357510-Reviews-Bruckerl-Munich_Upper_Bavaria_Bavaria.html",
"Lothringer Str. 10, 81667 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15616717","false","false","48.12756","11.59732","Bar Italia","1","+49 89 44439913","","3187","3106","#2,776 of 3,168 Restaurants in Munich","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d15616717-Reviews-Bar_Italia-Munich_Upper_Bavaria_Bavaria.html","https://www.facebook.com/baritaliaspotbar/"
"Neureutherstr. 15, 80799 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly",,,,,,,,,,,,,"1500","1080",,,,,,,,,"1500","1080",,,,,"1500","1080",,,,,"1500","1080",,,,,"1500","1080",,,,,"1500","1080",,,"14155884","false","false","48.154713","11.572456","Pure Wine&Food","25","+49 89 3999036","$$$$","3187","635","#592 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d14155884-Reviews-Pure_Wine_Food-Munich_Upper_Bavaria_Bavaria.html","http://pure-wine-food.de"
