"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Karenslyst alle 18, Oslo 0278 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,"1320","780",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","720",,,,,"3385238","false","false","59.919907","10.684131","Peppes Pizza Skoyen","62","+47 22 22 55 55","$$ - $$$","1304","568","#500 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3385238-Reviews-Peppes_Pizza_Skoyen-Oslo_Eastern_Norway.html","http://www.peppes.no/pp13/s/frontpage/"
"Vulkan 5, Oslo 0178 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Pub","Gastropub",,,,,,,,,,,"post@smelteverketoslo.no","1500","840",,,,,,,,,"1500","960",,,,,"1500","960",,,,,"1500","960",,,,,"1620","900",,,,,"180","120",,,,,"3747127","false","false","59.922188","10.752377","Smelteverket","112","+47 21 39 80 59","$$ - $$$","1304","561","#36 of 68 Quick Bites in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3747127-Reviews-Smelteverket-Oslo_Eastern_Norway.html","http://www.smelteverketoslo.no"
"Youngstorget 2A, Oslo 0181 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"info@stratos.as",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,,,,,,,"3384769","false","false","59.914497","10.749591","Stratos","38","+47 21 04 64 00","$$ - $$$","1304","562","#495 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3384769-Reviews-Stratos-Oslo_Eastern_Norway.html","http://www.stratos.as"
"Prinsens gate 8, Oslo 0152 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","European","Fusion","Scandinavian","Japanese Fusion",,,,,,,,,"posthallen@sushibarwine.com",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1380","660",,,,,"1380","840",,,,,"20238314","false","false","59.910732","10.745658","Sushibar+Wine","7","+47 404 30 035","$$ - $$$","1304","580","#511 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d20238314-Reviews-Sushibar_Wine-Oslo_Eastern_Norway.html","http://sushibarwine.com/"
"Sannergata 1 B, Oslo 0557 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe",,,,,,,,,,,,,"kafeliebling@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8325454","false","false","59.927727","10.756031","St. Pauli","13","+47 942 89 446","$$ - $$$","1304","577","#508 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8325454-Reviews-St_Pauli-Oslo_Eastern_Norway.html","https://www.facebook.com/stpaulibiergarten"
"Storgata 55, Oslo 0182 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"booking@anker.oslo.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3384767","false","false","59.91752","10.758142","Anker Hotel Lobby Bar","40","+47 22 99 75 10","$$ - $$$","1304","576","#507 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3384767-Reviews-Anker_Hotel_Lobby_Bar-Oslo_Eastern_Norway.html","https://anker-hotel.no/en/food-beverage/"
"Schweigaards gate 4, Oslo 0185 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,"reservasjon@fiasco.no","1500","720",,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1620","600",,,,,"1620","660",,,,,"3384619","false","false","59.91213","10.755276","Cafe Fiasco","102","+47 471 74 000","$$ - $$$","1304","573","#504 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3384619-Reviews-Cafe_Fiasco-Oslo_Eastern_Norway.html","http://www.fiasco.no"
"Dronningens gate 27, Oslo 0154 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Turkish","Middle Eastern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10335847","false","false","59.91243","10.747995","Dronningens Kebab","33","+47 911 60 442","$","1304","574","#505 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10335847-Reviews-Dronningens_Kebab-Oslo_Eastern_Norway.html",
"Loerenveien 44, Oslo 0585 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,,,,,"sanjaysindian@yahoo.com","1320","840",,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1380","900",,,,,"1380","900",,,,,"7359529","false","false","59.93046","10.793505","Sanjay's Indian Restaurant & Bar","54","+47 22 22 26 00","$$ - $$$","1304","578","#509 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7359529-Reviews-Sanjay_s_Indian_Restaurant_Bar-Oslo_Eastern_Norway.html","http://sanjayrestaurant.com/"
"Sommerrogata 17, Oslo 0255 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"post@villaparadisofrogner.no","1200","780",,,"1200","960",,,,,"1200","960",,,,,"1200","720",,,,,"1200","720",,,,,"1260","720",,,,,"1260","720",,,,,"7618083","false","false","59.915024","10.717722","Villa Paradiso Frogner","399","+47 917 67 639","$$ - $$$","1304","579","#510 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7618083-Reviews-Villa_Paradiso_Frogner-Oslo_Eastern_Norway.html","http://www.villaparadiso.no/restauranter/frogner"
"Karoline Kristiansens vei 7 Fyrstikktorget, Oslo Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Scandinavian","Danish","Norwegian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3989727","false","false","59.914154","10.796924","Karoline pub og spiseri","44","+47 22 57 12 58","$$ - $$$","1304","571","#503 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3989727-Reviews-Karoline_pub_og_spiseri-Oslo_Eastern_Norway.html","https://www.facebook.com/Karoline-spiseri-og-pubanno-1989-1399360130356039/"
"Niels Juels gate 70, Oslo 0259 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1080","600",,,,,"1020","600",,,,,"960","600",,,,,"6982654","false","false","59.919437","10.718625","Mocca Kaffebar","18","+47 22 55 55 18","$$ - $$$","1304","572","#38 of 68 Quick Bites in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d6982654-Reviews-Mocca_Kaffebar-Oslo_Eastern_Norway.html","http://www.moccaoslo.no/"
"Kristian Iv's gate 15, Oslo 0164 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Cafe","International","European",,,,,,,,,,,"kontakt@creperiedemari.no","1260","660",,,"1260","660",,,,,"1380","480",,,,,"1440","480",,,,,"1620","480",,,,,"1620","480",,,,,"1440","600",,,,,"13121121","false","false","59.915432","10.738375","Creperie de Mari","20","+47 462 29 260","$$ - $$$","1304","575","#506 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d13121121-Reviews-Creperie_de_Mari-Oslo_Eastern_Norway.html","http://Creperiedemari.no"
"Kristiansands gate 2, Oslo 0463 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Cafe","Turkish","Vegetarian Friendly",,,,,,,,,,,,"1380","630",,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"2707562","false","false","59.938225","10.752605","Nazar Cafe-Bar","37","+47 401 74 760","$","1304","585","#516 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2707562-Reviews-Nazar_Cafe_Bar-Oslo_Eastern_Norway.html","http://www.nazarcafe.no"
"Frognerveien 2, Oslo 0257 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Wine Bar","Spanish",,,,,,,,,,,,"1380","960",,,"1500","960",,,,,"1500","960",,,,,"1560","960",,,,,"1620","960",,,,,"1620","930",,,,,"1620","780",,,,,"1849622","false","false","59.915253","10.717067","Champagneria Solli","110","+47 21 08 09 09","$$ - $$$","1304","584","#515 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d1849622-Reviews-Champagneria_Solli-Oslo_Eastern_Norway.html","http://www.champagneria.com"
"Hovinveien 39, Oslo 0661 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9975698","false","false","59.919838","10.790997","Hy's Sushi og Wok","32","+47 21 94 94 94","$$ - $$$","1304","582","#513 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d9975698-Reviews-Hy_s_Sushi_og_Wok-Oslo_Eastern_Norway.html","https://www.hysushi.no/"
"Bogstadveien 1, Oslo 0355 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Gluten Free Options",,,,,,,,,,,"dagligleder@homanbistro.no","1380","720",,,"1380","690",,,,,"1380","690",,,,,"1500","690",,,,,"1500","690",,,,,"1560","690",,,,,"1560","720",,,,,"5770894","false","false","59.92403","10.725789","Homan Bistro","187","+47 22 95 53 60","$$ - $$$","1304","589","#520 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d5770894-Reviews-Homan_Bistro-Oslo_Eastern_Norway.html","http://www.homanbistro.no/"
"Maridalsveien 17A, Oslo 0178 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,"1080","660",,,,,,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1260","600",,,,,"1260","600",,,,,"11756499","false","false","59.922398","10.752449","Pizzavino","25","+47 465 34 050","$$ - $$$","1304","586","#517 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d11756499-Reviews-Pizzavino-Oslo_Eastern_Norway.html","http://www.pizzavino.no"
"Olav Selvaags Plass 1, Oslo 0252 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Korean",,,,,,,,,,,,,,"booking@sanoma.no","1320","1020",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"720","660",,,,,"780","660",,,,,"780","660",,,,,"18920760","false","false","59.90824","10.72266","Sanoma Restaurant","44","+47 911 64 144","$$ - $$$","1304","590","#521 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d18920760-Reviews-Sanoma_Restaurant-Oslo_Eastern_Norway.html","https://www.sanoma.no/"
"Oslo Sentral Stasjon Jernbanetorget 1, Oslo 0154 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Fast Food","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9728793","false","false","59.91079","10.751502","La Baguette","45","+47 982 87 238","$","1304","587","#518 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d9728793-Reviews-La_Baguette-Oslo_Eastern_Norway.html","http://oslo-s.no/spisesteder/la-baguette-2/"
"C. J. Hambros Plass 5, Oslo 0164 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3386632","false","false","59.915398","10.740735","Per pa Hjornet","22","+47 22 33 00 12","$$ - $$$","1304","583","#514 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3386632-Reviews-Per_pa_Hjornet-Oslo_Eastern_Norway.html","http://www.pph.oslo.no"
"Hovedoya, Oslo 150 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3384828","false","false","59.8937","10.73216","Klosterkroa Restaurant","15","+47 22 68 99 32","$$ - $$$","1304","588","#519 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3384828-Reviews-Klosterkroa_Restaurant-Oslo_Eastern_Norway.html",
"Trondheimsveien 37, Oslo 0560 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly",,,,,,,,,,,,,"1380","840",,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"1500","840",,,,,"1500","840",,,,,"1500","840",,,,,"5970363","false","false","59.92104","10.770363","Pane & Vino","42","+47 22 68 61 30","$$ - $$$","1304","581","#512 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d5970363-Reviews-Pane_Vino-Oslo_Eastern_Norway.html","http://www.panevino.no"
"Kongens gate 5, Oslo 0153 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,"madu@firsthotels.no",,,,,,,,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"6583272","false","false","59.9093","10.740823","Brooms & Hatchets","15","+47 23 10 72 00","$$ - $$$","1304","600","#530 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d6583272-Reviews-Brooms_Hatchets-Oslo_Eastern_Norway.html",
"Moellerveien 4, Oslo 0182 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,"info@gogrilla.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8730858","false","false","59.912376","10.73055","Go'Grilla Foodtruck","28","+47 24 02 23 84","$","1304","597","#39 of 68 Quick Bites in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8730858-Reviews-Go_Grilla_Foodtruck-Oslo_Eastern_Norway.html","http://www.gogrilla.no/"
"Maridalsveien 17, Oslo 0178 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"post@sebastienbruno.no","1080","720",,,,,,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1440","600",,,,,"1440","600",,,,,"6899689","false","false","59.922226","10.751992","SebastienBruno - Mathallen Oslo","15",,"$$ - $$$","1304","595","#526 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d6899689-Reviews-SebastienBruno_Mathallen_Oslo-Oslo_Eastern_Norway.html","http://www.sebastienbruno.no"
"Grefsenveien 6A, Oslo 0482 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3599199","false","false","59.941692","10.770898","Mega Sushi","19","+47 22 22 05 55","$$ - $$$","1304","594","#525 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3599199-Reviews-Mega_Sushi-Oslo_Eastern_Norway.html","http://www.megasushi.no"
"Briskebyveien 42, Oslo 0259 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"post@albinupp.no","1080","720",,,,,,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1140","660",,,,,"3384675","false","false","59.920475","10.717102","Albin Upp Gallery & Art Cafe","18","+47 955 57 278","$$ - $$$","1304","596","#527 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3384675-Reviews-Albin_Upp_Gallery_Art_Cafe-Oslo_Eastern_Norway.html","https://albinupp.no/"
"Kongeveien 26, Oslo 0787 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Scandinavian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2036436","false","false","59.962788","10.662832","Restaurant Holmenkollen Park Hotel Rica Kongeveien","65","+47 22 92 20 00","$$ - $$$","1304","592","#523 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2036436-Reviews-Restaurant_Holmenkollen_Park_Hotel_Rica_Kongeveien-Oslo_Eastern_Norway.html","http://www.holmenkollenparkhotel.no"
"Korsgata 31, Oslo 0551 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12838413","false","false","59.920033","10.75918","Isabella Cafe","17","+47 21 39 73 49","$$ - $$$","1304","593","#524 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12838413-Reviews-Isabella_Cafe-Oslo_Eastern_Norway.html","https://www.facebook.com/Isabella-Cafe-404929322894798/"
"Schweigaards gate 4, Oslo 0185 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Fast Food",,,,,,,,,,,,"mille@fiasco.no","1200","360",,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"3512937","false","false","59.91213","10.755276","Cafe Fiasko","31","+47 21 66 69 57","$$ - $$$","1304","591","#522 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3512937-Reviews-Cafe_Fiasko-Oslo_Eastern_Norway.html","http://www.fiasco.no/"
"St. Olavs Plass 3, Oslo 0165 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Norwegian",,,,,,,,,,,,,,,,,,"1020","420",,,,,"1020","420",,,,,"1020","420",,,,,"1020","420",,,,,"1020","420",,,,,"960","540",,,,,"2371704","false","false","59.917946","10.740616","Apent Bakeri","23","+47 22 04 96 67","$","1304","599","#529 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2371704-Reviews-Apent_Bakeri-Oslo_Eastern_Norway.html","http://www.apentbakeri.no/blings"
"Youngstorget 6, Oslo 0181 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Norwegian","European","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3173290","false","false","59.91521","10.748685","Politikern","109","+47 473 66 994","$$ - $$$","1304","598","#528 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3173290-Reviews-Politikern-Oslo_Eastern_Norway.html","http://www.politikern.no"
"Soerkedalsveien 5A, Oslo 0369 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4091593","false","false","59.930614","10.712356","Cafe Leon","9","+47 22 96 00 55","$","1304","902","#800 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d4091593-Reviews-Cafe_Leon-Oslo_Eastern_Norway.html","http://www.facebook.com/pages/Caf%C3%A9-Leon/192363754134574"
"Ullevaalsveien 14, Oslo 0171 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16824175","false","false","59.923237","10.740847","Pizza plutselig","2","+47 22 46 92 22","$$ - $$$","1304","905","#802 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d16824175-Reviews-Pizza_plutselig-Oslo_Eastern_Norway.html","https://www.facebook.com/pizzaplutselig/"
"Thorvald Meyers gate 33, Oslo 0555 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Middle Eastern",,,,,,,,,,,,,,"post@falafelnjuice.no","1320","660",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"21456570","false","false","59.925808","10.758888","Falafel n' Juice","6","+47 454 00 424","$","1304","906","#803 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d21456570-Reviews-Falafel_n_Juice-Oslo_Eastern_Norway.html","http://Falafelnjuice.no"
"Lilleakerveien 16 CC-Vest, Oslo 0283 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"ccvest@bakerhansen.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11847059","false","false","59.917496","10.635611","Baker Hansen CC-Vest","5","+47 940 23 219","","1304","901","#799 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d11847059-Reviews-Baker_Hansen_CC_Vest-Oslo_Eastern_Norway.html","https://www.bakerhansen.no/butikker/cc-vest-tel/"
"Slemdalsveien 70 Vinderen, Oslo 0370 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"vinderen@bakerhansen.no","1020","510",,,"1140","420",,,,,"1140","420",,,,,"1260","420",,,,,"1260","420",,,,,"1260","420",,,,,"1020","510",,,,,"11829473","false","false","59.9424","10.70391","Baker Hansen Vinderen","5","+47 940 23 233","","1304","903","#801 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d11829473-Reviews-Baker_Hansen_Vinderen-Oslo_Eastern_Norway.html","http://www.facebook.com/Baker-Hansen-Vinderen-597409296974067/"
"Kjellerberget, Soerkedalen, Oslo 758 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8132560","false","false","60.025314","10.65842","Studenterhytta Cabin Cafe","4","+47 22 49 90 36","","1304","908","#805 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8132560-Reviews-Studenterhytta_Cabin_Cafe-Oslo_Eastern_Norway.html","http://www.studenterhytta.no/"
"Hagegata 22 Toyen Torg, Oslo 0653 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,"burgerhimmel@gmail.com","1320","720",,,"1200","660",,,,,"1200","660",,,,,"1260","660",,,,,"1260","660",,,,,"1320","660",,,,,"1320","720",,,,,"13116324","false","false","59.91448","10.775558","Brooklyn Burger Joint","22","+47 405 20 202","$$ - $$$","1304","904","#57 of 68 Quick Bites in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d13116324-Reviews-Brooklyn_Burger_Joint-Oslo_Eastern_Norway.html","https://www.facebook.com/Brooklyn-Burger-Joint-T%C3%B8yen-244626319362807/"
"Maridalsveien 162D, Oslo 0461 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1091305","false","false","59.938503","10.757121","Sushi House","10","+47 22 23 25 99","","1304","910","#807 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d1091305-Reviews-Sushi_House-Oslo_Eastern_Norway.html","https://www.facebook.com/pages/category/Sushi-Restaurant/Sushi-House-Sagene-2070612453222169/"
"Akershusstranda 25, Oslo 0150 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1950","720",,,,,,,,,"2010","720",,,,,"2010","720",,,,,"2010","720",,,,,"2010","720",,,,,"2010","720",,,,,"18545371","false","false","59.90181","10.74117","Paella & Tapas By Maria","2","+47 918 71 243","","1304","909","#806 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d18545371-Reviews-Paella_Tapas_By_Maria-Oslo_Eastern_Norway.html","https://paella-tapas-by-maria.business.site/?utm_source=gmb&utm_medium=referral"
"Hagegaten 34, Oslo 0563 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17726882","false","false","59.9245","10.77453","hagestuen Cafe","2","+47 22 19 86 31","","1304","907","#804 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d17726882-Reviews-Hagestuen_Cafe-Oslo_Eastern_Norway.html","https://www.facebook.com/hagestuencafe/"
"Pilestredet 61, Oslo 0350 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Pakistani","Vegetarian Friendly",,,,,,,,,,,,"1380","840",,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"2557531","false","false","59.924217","10.731083","Punjabi Masala","50","+47 22 60 20 06","$$ - $$$","1304","911","#808 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2557531-Reviews-Punjabi_Masala-Oslo_Eastern_Norway.html","http://punjabi-masala.no/Index.html"
