"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"1 Kungsbroplan, Stockholm 112 27 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6528111","false","false","59.332058","18.049744","Hishu Sushi","8","+46 8 651 95 00","","3012","1505","#1,320 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6528111-Reviews-Hishu_Sushi-Stockholm.html","http://www.hishusushi.se"
"413 Spaanga Kyrkvaeg, Stockholm 163 56 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5953134","false","false","59.380833","17.899876","The Caledonian Inn","29","+46 8 36 50 16","$$ - $$$","3012","1499","#1,314 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5953134-Reviews-The_Caledonian_Inn-Stockholm.html","http://www.caledonian.se"
"Rosenlundsgatan 48D, Stockholm 11863 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17708001","false","false","59.31228","18.05739","Brod & Salt","5","+46 76 051 61 62","$$ - $$$","3012","1501","#1,316 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d17708001-Reviews-Brod_Salt-Stockholm.html","http://www.brodsalt.se/"
"Jaktgatan 3, Stockholm 11545 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17694345","false","false","59.35582","18.0869","Blanche creperie","4","+46 73 081 38 96","","3012","1498","#1,313 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d17694345-Reviews-Blanche_creperie-Stockholm.html","https://www.facebook.com/creperie.blanche/"
"Ursviksvagen 28, Stockholm 172 76 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,"info@gronastugan.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7886861","false","false","59.372063","17.964186","Grona Stugan","17","+46 8 28 14 93","","3012","1989","#1,776 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d7886861-Reviews-Grona_Stugan-Stockholm.html","http://gronastugan.se/"
"Karlavagen 52-54, Stockholm 114 49 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1043402","false","false","59.33945","18.081488","The Londoner","59","+46 8 665 09 87","$$ - $$$","3012","1497","#1,312 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1043402-Reviews-The_Londoner-Stockholm.html","http://thelondoner.se"
"Tegnergatan 9, Stockholm 11140 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"21009079","false","false","59.340237","18.063848","Restaurang Hasselbo","3","+46 70 090 03 79","$$$$","3012","1994","#1,781 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d21009079-Reviews-Restaurang_Hasselbo-Stockholm.html","http://www.restauranghasselbo.se/"
"Gasverksvagen 15, Stockholm 11542 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Swedish",,,,,,,,,,,"matkafematarhuset@klatterverket.se","1200","600",,,,,"900","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1380","600",,,,,"1200","600",,,,,"19387339","false","false","59.35758","18.090593","Matkafe Matarhuset","2","+46 76 209 53 38","$$ - $$$","3012","1995","#1,782 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d19387339-Reviews-Matkafe_Matarhuset-Stockholm.html","http://www.klatterverket.se/sv/matkafe-maetarhuset"
"Birjer Jarlsgatan 57c, Stockholm 113 56 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Thai",,,,,,,,,,,,"norrsken@takutaku.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12848509","false","false","59.341515","18.064516","TakuTaku - Norr","2","+46 72 525 33 64","$","3012","1986","#1,773 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12848509-Reviews-TakuTaku_Norr-Stockholm.html","http://www.takutaku.se"
"Langholmsgatan, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,"1200","480",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","480",,,,,"12838406","false","false","59.3169","18.033117","Il Caffe","8",,"","3012","1991","#1,778 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12838406-Reviews-Il_Caffe-Stockholm.html","https://ilcaffe.se/"
"3 Vegagatan, Stockholm 113 29 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,"tektek6@hotmail.com","1260","660",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","660",,,,,"5936355","false","false","59.364403","17.966602","Pizzeria Porto Bello","7","+46 8 29 90 59","","3012","1500","#1,315 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5936355-Reviews-Pizzeria_Porto_Bello-Stockholm.html","http://www.portobello.se/"
"Torkel Knutssonsgatan 33 Södermalm, Stockholm 11849 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14973957","false","false","59.317337","18.057766","Yume Sushi","8","+46 8 668 00 00","$","3012","1496","#1,311 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d14973957-Reviews-Yume_Sushi-Stockholm.html",
"Ulvsundavagen 185-193 Bromma Blocks, Bromma Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,"1080","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1080","600",,,,,"2236101","false","false","59.35697","17.948004","Bromma Kebab","69",,"$","77","30","#2 of 2 Quick Bites in Bromma","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g230088-d2236101-Reviews-Bromma_Kebab-Bromma.html","http://www.brommablocks.se"
"Rosenlundsgatan 60, Stockholm 118 63 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"1200","660",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","660",,,,,"10779019","false","false","59.31108","18.05828","Bamboo Sushi & Thai Wook","10","+46 8 668 22 50","","3012","1509","#1,324 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10779019-Reviews-Bamboo_Sushi_Thai_Wook-Stockholm.html",
"Gotgatan 29, Stockholm 116 21 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21166267","false","false","59.316864","18.071798","The Hills","5","+46 8 678 00 01","","3012","1511","#1,326 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d21166267-Reviews-The_Hills-Stockholm.html","https://www.thehillsstockholm.se/"
"Klodesvagen 16, Bromma 168 76 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12293667","false","false","59.338707","17.94079","Bromma Restaurant & Pizzeria","19","25 62 80","","77","29","#26 of 79 Restaurants in Bromma","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g230088-d12293667-Reviews-Bromma_Restaurant_Pizzeria-Bromma.html","http://WWW.brommapizzeria.se"
"Sockenvagen 370 Sockenplan, Stockholm 122 63 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13482203","false","false","59.2832","18.06983","Milner’s Fish And Chips","5",,"","3012","1510","#1,325 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d13482203-Reviews-Milner_s_Fish_And_Chips-Stockholm.html","http://www.fishandchips.se/"
"2 Mjoelksurrevaegen, Stockholm 181 61 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"1260","720",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1260","660",,,,,"1260","720",,,,,"5949207","false","false","59.34852","18.15464","Lidingo Hockey Cafeteria UF","6","+46 73 541 04 48","","3012","1507","#1,322 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5949207-Reviews-Lidingo_Hockey_Cafeteria_UF-Stockholm.html",
"40 Vasagatan Hornet Gamla Brogatan, Stockholm 111 20 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,"info@waynescoffee.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11510443","false","false","59.33338","18.057178","Wayne's Coffee","29",,"$$ - $$$","3012","1513","#121 of 152 Quick Bites in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d11510443-Reviews-Wayne_s_Coffee-Stockholm.html","http://www.waynescoffee.se/kafeer/stockholm-innerstan/cafe-vasagatan-40,-h%C3%B6rnet-gamla-brogatan.aspx"
"Lugnets Alle 67, Stockholm 12067 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,"kontakt@restaurangoreo.se","1260","900",,,,,,,,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1380","960",,,,,"1380","960",,,,,"19594740","false","false","59.30541","18.10664","Restaurang Oreo","12","+46 8 660 83 36","$$ - $$$","3012","1508","#1,323 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d19594740-Reviews-Restaurang_Oreo-Stockholm.html","http://www.restaurangoreo.se"
"54 Kungsgatan, Stockholm 111 35 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Steakhouse","Bar","Barbecue","European","Vegetarian Friendly",,,,,,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,,,,,,,,,,,,,"1420139","false","false","59.33472","18.060204","BBQ Steakhouse","389","+46 8 10 00 26","$$ - $$$","3012","1512","#1,327 of 3,017 Restaurants in Stockholm","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1420139-Reviews-BBQ_Steakhouse-Stockholm.html","http://www.bbqsteakhouse.se/"
"Norrmalarstrand Kajplats 464, Stockholm 112 20 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Swedish","European","Grill","Vegetarian Friendly",,,,,,,,"reservation@pontonen.eu","1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"10529907","false","false","59.32611","18.04367","Pontonen STHLM","33","+46 8 684 238 78","$$ - $$$","3012","1506","#1,321 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10529907-Reviews-Pontonen_STHLM-Stockholm.html","http://www.pontonen.eu"
"21 b Aarstaaengsvaegen, Stockholm 117 43 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American","European","Swedish",,,,,,,,,,,"info@rhinofood.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8633235","false","false","59.309097","18.02802","Rhino Food & Drinks","12","+46 8 121 363 30","$$ - $$$","3012","1521","#1,335 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8633235-Reviews-Rhino_Food_Drinks-Stockholm.html","http://rhinofood.se/"
"Normalmstorg 4, Stockholm 111 46 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish",,,,,,,,,,,,"noi@nobishotel.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14069909","false","false","59.33344","18.07377","Noi","48","+46 8 614 10 30","$$$$","3012","1516","#1,330 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d14069909-Reviews-Noi-Stockholm.html","http://nobishotel.se/noi"
"3 Disponentgatan, Stockholm 112 62 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Spanish",,,,,,,,,,,,,"benny@essingetapas.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8051881","false","false","59.32468","18.00747","Essingetapas","10","+46 8 13 30 18","$$ - $$$","3012","1520","#1,334 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8051881-Reviews-Essingetapas-Stockholm.html","http://Essingetapas.se"
"2 Nybroplan, Stockholm 111 47 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1840366","false","false","59.33254","18.07546","Rakfrossa Stommakanal Evert Taube boat","8",,"$","3012","1517","#1,331 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1840366-Reviews-Rakfrossa_Stommakanal_Evert_Taube_boat-Stockholm.html","http://www.stromma.se/sv/skargard/Stromma-Kanalbolaget/Matkryssningar/Middagskryssningar/Rakfrossa/"
"Birger Jarlsgatan 6, Stockholm 114 34 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,"care@joejuice.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13008588","false","false","59.334213","18.075516","Joe & The Juice","5",,"","3012","1518","#1,332 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d13008588-Reviews-Joe_The_Juice-Stockholm.html","http://www.joejuice.com/"
"Drottninggatan 79, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13198062","false","false","59.33777","18.05741","Marbella Tapas Bar","9","+46 46 820 21 12","","3012","1523","#1,337 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d13198062-Reviews-Marbella_Tapas_Bar-Stockholm.html",
"7 Vasagatan, Stockholm 111 20 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub",,,,,,,,,,,,"1620","780",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","780",,,,,"3255486","false","false","59.331917","18.05814","The Laughing Duck","173","+46 8 20 49 39","$$ - $$$","3012","1522","#1,336 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3255486-Reviews-The_Laughing_Duck-Stockholm.html","http://www.laughingduck.se/index_en.html"
"Tallkrogsplan 93 Enskede, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"1260","660",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","660",,,,,"12885170","false","false","59.27191","18.08406","Pizzeria Tallkrogen","6","+46 8 649 18 35","","3012","1514","#1,328 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12885170-Reviews-Pizzeria_Tallkrogen-Stockholm.html","http://www.facebook.com/Pizzeria-Tallkrogen-873717906012597/"
"9 Thorildsplan, Stockholm 112 43 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish","Scandinavian",,,,,,,,,,,"info@cafebullen.se","840","540",,,,,"900","420",,,,,"900","420",,,,,"900","420",,,,,"900","420",,,,,"900","420",,,,,"900","480",,,,,"5958646","false","false","59.331985","18.016157","Cafe Bullen","11","+46 8 656 88 51","$$ - $$$","3012","1519","#1,333 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5958646-Reviews-Cafe_Bullen-Stockholm.html","http://www.cafebullen.se/"
"13 Norrlandsgatan Mood-gallerian, Stockholm 111 43 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,"1020","660",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1080","600",,,,,"3869650","false","false","59.33432","18.07101","Juiceverket","18","+46 8 31 82 36","$","3012","1515","#1,329 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3869650-Reviews-Juiceverket-Stockholm.html","http://www.juiceverket.se"
"Fleminggatan 21, Stockholm 112 26 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Mediterranean","European","Swedish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15033037","false","false","59.332787","18.04449","Green Tomato Cafe","2",,"","3012","1993","#1,780 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d15033037-Reviews-Green_Tomato_Cafe-Stockholm.html",
"Johan Skyttes vag 202, Alvsjo Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","European","Pub","Swedish",,,,,,,,,,,"1380","720",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","720",,,,,"15094828","false","false","59.27763","18.001146","Alvgarden","7","+46 8 647 18 87","$$ - $$$","19","10","#9 of 20 Restaurants in Alvsjo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1942879-d15094828-Reviews-Alvgarden-Alvsjo.html","http://alvgarden.com"
"Angby Torg 4, Bromma 168 56 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,"kontakt@angbypizzeria.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12610292","false","false","59.34722","17.90848","Angby Pizzeria","4","+46 8 87 27 18","$","77","35","#30 of 79 Restaurants in Bromma","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g230088-d12610292-Reviews-Angby_Pizzeria-Bromma.html","http://www.angbypizzeria.se/"
"80 Skaanegatan, Stockholm 116 37 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8683149","false","false","59.31231","18.079536","Psb","9","+46 8 643 82 25","$$ - $$$","3012","1669","#1,476 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8683149-Reviews-Psb-Stockholm.html","http://www.psb.bar/"
"Gyldenvagen 2, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12172104","false","false","59.342564","18.052816","RoQ","7","+46 8 31 32 50","$","3012","1670","#1,477 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12172104-Reviews-RoQ-Stockholm.html","http://www.roq.se"
"Karson 178 93 Dronningholm, Stockholm 178 93 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Swedish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6945371","false","false","59.325558","17.905943","Cafe Brostugan","71","+46 8 759 03 01","$$ - $$$","3012","1672","#1,479 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6945371-Reviews-Cafe_Brostugan-Stockholm.html","http://www.brostugan.se/"
"55 Larsbodavaegen, Stockholm 123 41 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5958690","false","false","59.244846","18.09412","Lilla Bas Pizzeria","10","+46 8 94 49 23","","3012","1675","#1,481 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5958690-Reviews-Lilla_Bas_Pizzeria-Stockholm.html","http://www.lillabas.se/"
"Roslagsgatan 15, Stockholm 11355 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"kontakt@vinerietsthlm.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23045709","false","false",,,"Vineriet","3","+46 76 556 65 26","","3012","1674","#1,480 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d23045709-Reviews-Vineriet-Stockholm.html","https://vinerietsthlm.se/"
"Skollerstagatan 6, Stockholm 124 66 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Fast Food","European","Pub","Diner",,,,,,,,,"ragsvedskrog@yahoo.com","1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"5972004","false","false","59.26028","18.02572","Ragsveds Krog","3","+46 8 568 798 88","","3012","2045","#1,829 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5972004-Reviews-Ragsveds_Krog-Stockholm.html","https://ragsvedskrog.webnode.se/"
"Skanegatan 92, Stockholm 116 37 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Hawaiian",,,,,,,,,,,,"rawsushiandbowl@na-gruppen.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17821014","false","false","59.31277","18.082241","Raw Sushi & Bowl","5","+46 8 408 008 01","$$ - $$$","3012","2049","#1,833 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d17821014-Reviews-Raw_Sushi_Bowl-Stockholm.html","http://rawsushiandbowl.se/"
"Strandvagen 18, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","International","European","Street Food","Scandinavian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14982699","false","false","59.331272","18.083801","Strandbaren","3",,"","3012","2046","#1,830 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d14982699-Reviews-Strandbaren-Stockholm.html","https://www.facebook.com/pages/Strandbaren/909027275910294"
"Skarpnacks Alle 74, Skarpnack 128 33 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15326050","false","false","59.26586","18.13381","Chow Thai Restaurang","2","+46 8 604 82 80","","3","1","#1 of 2 Restaurants in Skarpnack","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g4413991-d15326050-Reviews-Chow_Thai_Restaurang-Skarpnack.html","http://sv-se.facebook.com/chhi01CTR/"
"24 Stoertloppsvaegen, Stockholm 129 47 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish","Scandinavian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"945071","false","false","59.29325","17.96763","Lundins","3",,"","3012","2047","#1,831 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d945071-Reviews-Lundins-Stockholm.html",
"9 Vaesterlaanggatan, Stockholm 111 29 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10253878","false","false","59.3261","18.06884","Cafe Cuio","2","+46 8 411 51 77","","3012","2050","#1,834 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10253878-Reviews-Cafe_Cuio-Stockholm.html",
