"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Rua Vilar 40, Porto 4050-625 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10595062","false","false","41.14915","-8.627","Cafe Snack Bar Garcon","4","+351 22 609 8361","","1993","1583","#1,436 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10595062-Reviews-Cafe_Snack_Bar_Garcon-Porto_Porto_District_Northern_Portugal.html",
"Rua Pedro Olaio 38, Porto 4150-761 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Portuguese","European","Vegetarian Friendly","Vegan Options",,,,,,"tascart38@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8535494","false","false","41.155","-8.648601","Tasc' Art","86","+351 22 404 1440","$","1993","362","#329 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8535494-Reviews-Tasc_Art-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/pages/TascArt/379592008844511"
"Rua de Mouzinho da Silveira 197, Porto 4050-421 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","European","Contemporary","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"1020","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"17535499","false","false","41.14385","-8.612724","Club Life","124","+351 22 208 0050","$","1993","380","#344 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d17535499-Reviews-Club_Life-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/clublife.portugal/"
"Rua Senhora da Luz 185, Porto 4150-697 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Bar","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,"1440","750",,,,,"1440","750",,,,,,,,,,,"1440","750",,,,,"1560","750",,,,,"1560","750",,,,,"1560","750",,,,,"3836318","false","false","41.150623","-8.67635","Bartolo","359","+351 22 493 8987","$$ - $$$","1993","374","#338 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3836318-Reviews-Bartolo-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/bartolofoz/"
"Rua Anibal Cunha 252 Perto igreja de cedofeita, Porto 4050-047 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,,,,,,,"1365","600",,,,,"1365","600",,,,,"1365","600",,,,,"1365","600",,,,,"1380","600",,,,,"1380","600",,,,,"4297853","false","false","41.156036","-8.620729","Restaurante Universal","132","+351 962 818 424","$","1993","378","#342 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d4297853-Reviews-Restaurante_Universal-Porto_Porto_District_Northern_Portugal.html","http://www.restaurante-universal.webnode.pt"
"Rua Jose Falcao No. 199, Porto 4050-317 Portugal","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,,,,,,,,"900","720","1440","1140",,,"900","720","1440","1140",,,"900","720","1440","1140",,,"900","720","1440","1140",,,"900","720","1440","1140",,,"1440","1140",,,,,"6840750","false","false","41.149803","-8.614175","Comme Ca","611","+351 22 208 3807","$$ - $$$","1993","373","#337 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d6840750-Reviews-Comme_Ca-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/comme.ca.porto/info"
"Rua Tenente Valadim 146 Sheraton Porto Hotel & Spa, Porto 4100-476 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","International","Mediterranean","European","Portuguese","Vegetarian Friendly","Gluten Free Options",,,,,"portonovo@sheraton.com","660","420","900","780","1380","1200","630","390","900","750","1380","1200","630","390","900","750","1380","1200","630","390","900","750","1380","1200","630","390","900","750","1380","1200","630","390","900","750","1380","1200","660","420","900","780","1380","1200","2015250","false","false","41.16131","-8.640621","Restaurante Porto Novo","160","+351 22 040 4000","$$$$","1993","377","#341 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d2015250-Reviews-Restaurante_Porto_Novo-Porto_Porto_District_Northern_Portugal.html","http://www.portonovorestaurante.com/en"
"Largo Sao Domingos 24, Porto 4050-545 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8841927","false","false","41.142708","-8.615322","Cafetaria Da Bolsa","125","+351 917 021 880","$","1993","379","#343 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8841927-Reviews-Cafetaria_Da_Bolsa-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/pages/Cafetaria-Da-Bolsa/243547572885185?rf=274556403039689"
"Rua do Bonjardim 314, Porto 4000-115 Portugal","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,"restaurant","Portuguese",,,,,,,,,,,"1440","660",,,,,"1440","540",,,,,"1440","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"3544221","false","false","41.149075","-8.609488","Conga","1049","+351 969 637 441","$","1993","376","#340 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3544221-Reviews-Conga-Porto_Porto_District_Northern_Portugal.html","http://www.conga.pt"
"Rua do Bonjardim n. 662, Porto 4000-118 Portugal","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"kardoso.bonscomeres@gmail.com",,,,,,,,,,,,,"1440","1200",,,,,"900","720","1440","1200",,,"900","720","1440","1200",,,"900","720","1440","1200",,,"1440","1200",,,,,"3452873","false","false","41.15261","-8.608018","Kardoso","175","+351 919 991 121","$$ - $$$","1993","375","#339 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3452873-Reviews-Kardoso-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/KardosoPetiscos"
"Rua Sa Noronha 137, Porto 4050-528 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,"900","720","1350","1170",,,"900","720","1350","1170",,,"900","720","1350","1170",,,"900","720","1350","1170",,,"900","720","1350","1170",,,,,,,,,"5958933","false","false","41.14863","-8.615","Restaurante O Golfinho - Porto","236","+351 22 208 1636","$","1993","372","#336 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5958933-Reviews-Restaurante_O_Golfinho_Porto-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/Alberto.Silva.1998"
"Rua Jose Falcao 29, Porto 4050-316 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Cafe","European","Portuguese","Vegetarian Friendly","Vegan Options",,,,,,"amarelotorrada@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6908386","false","false","41.14807","-8.614447","Amarelo Torrada","206","+351 22 321 6775","$$ - $$$","1993","371","#16 of 93 Coffee & Tea in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d6908386-Reviews-Amarelo_Torrada-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/amarelotorrada/info"
"Passeio Fontainhas 36 Batalha, Porto 4000-236 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13023671","false","false","41.14274","-8.60295","La Fontaine Cafe","2","+351 22 208 0027","","1993","1582","#1,435 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13023671-Reviews-La_Fontaine_Cafe-Porto_Porto_District_Northern_Portugal.html","http://porto.portugalcase.com/other/cafe-la-fontaine-porto/"
"Rua Almeiriga Norte 2520 Cabo Do Mundo - Perafita, Porto 4455-419 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Seafood","European","Portuguese","Mediterranean","Gluten Free Options",,,,,,"restauranteveleiros@gmail.com","900","720",,,,,,,,,,,"900","720","1380","1170",,,"900","720","1380","1170",,,"900","720","1380","1170",,,"900","720","1380","1170",,,"900","720","1380","1170",,,"945013","false","false","41.225002","-8.716234","Restaurante Veleiros","159","+351 22 995 8531","$$ - $$$","1993","383","#347 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d945013-Reviews-Restaurante_Veleiros-Porto_Porto_District_Northern_Portugal.html","http://www.restauranteveleiros.com/"
"Rua Senhora da Luz 363, Porto 4150-698 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,"clientes@tavi.pt","1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"790485","false","false","41.151974","-8.677742","Tavi Confeitaria","449","+351 22 618 0152","$$ - $$$","1993","389","#353 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d790485-Reviews-Tavi_Confeitaria-Porto_Porto_District_Northern_Portugal.html","http://www.tavi.pt/"
"Rua Sa Noronha 51, Porto 4050-527 Portugal","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,"joaquim.nunes1974.jn@gmail.com","900","720","1380","1140",,,,,,,,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"4399410","false","false","41.147736","-8.615273","Casa do Carmo","323","+351 913 599 532","$$ - $$$","1993","390","#354 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d4399410-Reviews-Casa_do_Carmo-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/casadocarmo"
"Rua Afonso Lopes Vieira 180, Porto 4100-020 Portugal","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Japanese","Mediterranean","Sushi","European","Portuguese","Vegetarian Friendly",,,,,"restaurantemedit@gmail.com",,,,,,,"900","750","1380","1200",,,"900","750","1380","1200",,,"900","750","1380","1200",,,"900","750","1380","1200",,,"900","750","1440","1200",,,"1440","1200",,,,,"1943158","false","false","41.163437","-8.647317","Restaurante Medit","150","+351 22 609 8764","$$ - $$$","1993","384","#348 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d1943158-Reviews-Restaurante_Medit-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/pages/category/Mediterranean-Restaurant/Medit-Restaurante-1652686158341505"
"Rua Costa e Almeida 255, Porto 4200-236 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,"adegaescondida@gmail.com",,,,,,,,,,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,"1500","1140",,,,,"1500","1140",,,,,"12171868","false","false","41.17076","-8.611147","adega escondida","59","+351 917 886 011","$$ - $$$","1993","386","#350 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12171868-Reviews-Adega_escondida-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/adegaescondidinho/"
"Rua Sa da Bandeira 121, Porto 4000-433 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Barbecue","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6762375","false","false","41.147125","-8.608889","Churrasqueira Icarai","164","+351 22 208 4644","$","1993","381","#345 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d6762375-Reviews-Churrasqueira_Icarai-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/pages/Icarai/350543405372917"
"Rua Sa da Bandeira 131, Porto 4000-433 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","European","Portuguese","Mediterranean",,,,,,,,"girassol.porto@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7046438","false","false","41.147278","-8.608961","Restaurante Girassol","112","+351 22 200 7393","$$ - $$$","1993","385","#349 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7046438-Reviews-Restaurante_Girassol-Porto_Porto_District_Northern_Portugal.html","http://restaurantegirassol-porto.eatbu.com/?lang=en"
"Rua Fonte Taurina 89, Porto 4050-270 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","Mediterranean","Vegetarian Friendly",,,,,,,,,"1290","780",,,,,"1170","750",,,,,,,,,,,"1170","750",,,,,"1170","750",,,,,"1290","780",,,,,"1290","780",,,,,"13317520","false","false","41.140396","-8.614184","The Wine Barrels","217","+351 22 201 1198","$$ - $$$","1993","388","#352 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13317520-Reviews-The_Wine_Barrels-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/TWBarrels/"
"Rua Julio Lourenco Pinto 109, Porto 4150-004 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8107396","false","false","41.148613","-8.649037","Tia Aninhas","170","+351 965 768 628","$","1993","387","#351 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8107396-Reviews-Tia_Aninhas-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/RestauranteTiaAninhas"
"Rua Assuncao 40 Clerigos, Porto 4050-542 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Portuguese","Vegetarian Friendly",,,,,,,,,"1110","720",,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1500","720",,,,,"1500","720",,,,,"1964836","false","false","41.14577","-8.6148","Petiscaria Santo Antonio","603","+351 938 704 632","$","1993","382","#346 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d1964836-Reviews-Petiscaria_Santo_Antonio-Porto_Porto_District_Northern_Portugal.html","http://www.petiscaria.pt"
"Rua Morgado Mateus N. 9, Porto 4000-334 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"nobecafetariagelataria@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7246367","false","false","41.14659","-8.60168","Nobe Cafetaria Gelataria","4","+351 22 537 1570","","1993","1594","#1,446 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7246367-Reviews-Nobe_Cafetaria_Gelataria-Porto_Porto_District_Northern_Portugal.html",
"Rua Ceuta No 73, Porto 4050-191 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Contemporary","Vegetarian Friendly",,,,,,"casinhabaixaporto@gmail.com","1380","1080",,,,,"930","720","1380","1140",,,"930","720","1380","1140",,,"930","720","1380","1140",,,"930","720","1380","1140",,,"1440","720",,,,,"1440","720",,,,,"14787494","false","false","41.14832","-8.614064","Casinha Baixa do Porto","85","+351 918 045 585","$$ - $$$","1993","395","#359 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14787494-Reviews-Casinha_Baixa_do_Porto-Porto_Porto_District_Northern_Portugal.html","http://pt-pt.facebook.com/casinhabaixa/"
"Alameda Basilio Teles 29-33, Porto 4150-127 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"porto@vinccihoteles.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8500637","false","false","41.14651","-8.632063","Restaurante 33 Alameda","112","+351 22 043 9620","$$ - $$$","1993","399","#363 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8500637-Reviews-Restaurante_33_Alameda-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/33-Alameda-1635101720068287/"
"Rua Arq. Marques da Silva, 200, Porto 4150-483 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"marketing.hoteisfenix@gmail.com","1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"15042158","false","false","41.15468","-8.63073","Restaurante Pimenta Preta","2","+351 22 600 4747","$$ - $$$","1993","1593","#1,445 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15042158-Reviews-Restaurante_Pimenta_Preta-Porto_Porto_District_Northern_Portugal.html","http://www.hfhotels.com/hoteis/hf-tuela-porto-pt/"
"Rua do Bonjardim 435 A, Porto 4000-125 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Fusion","Asian",,,,,,,"nikusushiporto@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16963478","false","false","41.150734","-8.608782","Niku Sushi Carne e Peixe","23","+351 911 785 529","$$ - $$$","1993","1592","#1,444 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d16963478-Reviews-Niku_Sushi_Carne_e_Peixe-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/nikusushi/"
"Rua Carmelitas 152, Porto 4050-161 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8754059","false","false","41.14686","-8.61495","Ribeiro Sousa & Rosa Lda","4","502415606","","1993","1596","#1,448 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8754059-Reviews-Ribeiro_Sousa_Rosa_Lda-Porto_Porto_District_Northern_Portugal.html",
"Praca Gen. Humberto Delgado 295, Porto 4000-288 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15613282","false","false","41.14969","-8.61141","Cafe Capitolio","5","+351 22 210 9205","","1993","1598","#1,450 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15613282-Reviews-Cafe_Capitolio-Porto_Porto_District_Northern_Portugal.html",
"Rua do Ateneu Comercial do Porto 13, Porto 4000-380 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pub","Gastropub",,,,,,,,,"ocarniceiro@thezerohotels.com","900","420",,,,,"900","420",,,,,"900","420",,,,,"900","420",,,,,"900","420",,,,,"900","420",,,,,"900","420",,,,,"15598733","false","false","41.14802","-8.60758","City Club","2","+351 22 766 2342","$$ - $$$","1993","1595","#1,447 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15598733-Reviews-City_Club-Porto_Porto_District_Northern_Portugal.html","http://porto.thezerohotels.com/eat/"
