"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Kristof ter 7-8, Budapest 1052 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696022","false","false","47.49573","19.05176","Cosmo","7","+36 1 266 4747","","3271","2368","#1,944 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d696022-Reviews-Cosmo-Budapest_Central_Hungary.html",
"Kiraly utca 1/e., Budapest 1075 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Turkish","Middle Eastern",,,,,,,,,,,,"miretterem@gmail.com",,,,,,,"1620","540",,,,,"1620","540",,,,,"1620","540",,,,,"1620","540",,,,,"1620","540",,,,,"1620","540",,,,,"12839104","false","false","47.49802","19.05611","MiR Restaurant","41","+36 70 602 4089","$","3271","2361","#1,939 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12839104-Reviews-MiR_Restaurant-Budapest_Central_Hungary.html","https://www.facebook.com/miretterem/"
"O utca 9., Budapest 1066 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,"cestlaviecafebt@gmail.com",,,,,,,"1080","570",,,,,"1080","570",,,,,"1080","570",,,,,"1080","570",,,,,"1080","570",,,,,"1080","600",,,,,"13546603","false","false","47.502876","19.056446","C'est La Vie Cafe Budapest","2","+36 30 226 6217","$","3271","2362","#260 of 324 Coffee & Tea in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13546603-Reviews-C_est_La_Vie_Cafe_Budapest-Budapest_Central_Hungary.html","https://www.facebook.com/cestlaviecafebudapest/"
"Varosmajor u 55/a, Budapest 1122 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French","American","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14903045","false","false","47.506695","19.015558","Daily pekseg","2","+36 20 210 9401","$","3271","2367","#1,943 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d14903045-Reviews-Daily_pekseg-Budapest_Central_Hungary.html","http://www.dailypekseg.hu"
"Kelenvolgyi Hatarsor 3, Budapest 1119 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue","Grill","Street Food",,,,,,,,,,,,"magkave@gmail.com","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"15078357","false","false","47.457382","19.025505","Mag Kert","9","+36 70 420 0803","$$ - $$$","3271","1396","#1,112 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d15078357-Reviews-Mag_Kert-Budapest_Central_Hungary.html","https://www.facebook.com/magkert/"
"Margit sziget, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Contemporary","Hungarian","Bar","Central European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12843378","false","false","47.52047","19.047077","Hippie Island","100","+36 30 467 2375","$$ - $$$","3271","1393","#1,110 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12843378-Reviews-Hippie_Island-Budapest_Central_Hungary.html","http://hippisziget.com/"
"Jaszai Mari ter 2., Budapest 1055 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"otkersnooker@gmail.com","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"7020812","false","false","47.512257","19.047874","Otker Snooker Club and Pub","7","+36 1 797 4722","$","3271","2366","#1,942 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7020812-Reviews-Otker_Snooker_Club_and_Pub-Budapest_Central_Hungary.html","http://www.otkersnooker.hu/"
"Loevohaz utca 24, Budapest 1024 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8309618","false","false","47.51035","19.0237","Pocakmaci Tejbar","13","+36 30 791 5022","","3271","2375","#1,951 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8309618-Reviews-Pocakmaci_Tejbar-Budapest_Central_Hungary.html","http://www.pocakmacitejbar.hu/"
"Dohany u, Budapest 1074 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Fast Food",,,,,,,,,,,,,"jiconghui82@gmail.com","1380","0",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"20160368","false","false","47.486366","19.098202","Fodoo Yummy wok","2","+36 30 659 5879","$","3271","2376","#1,952 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d20160368-Reviews-Fodoo_Yummy_wok-Budapest_Central_Hungary.html","https://www.facebook.com/Fuduodu/"
"Kertesz utca 48, Budapest 1073 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","American",,,,,,,,,,,,,,"1260","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1440","720",,,,,"1440","720",,,,,"7754055","false","false","47.50234","19.06478","Fald Fel Amerikat Etterem es Bar","16","+36 1 397 7892","$$ - $$$","3271","2378","#1,954 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7754055-Reviews-Fald_Fel_Amerikat_Etterem_es_Bar-Budapest_Central_Hungary.html",
"Lovohaz Utca 2-6, Budapest 1024 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"kedvencbisztro@gmail.com","1080","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"11814833","false","false","47.5083","19.02654","Kedvenc Bisztro","5",,"","3271","2373","#1,949 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d11814833-Reviews-Kedvenc_Bisztro-Budapest_Central_Hungary.html","https://www.facebook.com/pg/kedvencbisztro/about/?ref=page_internal"
"Bem rakpart 16-19, Budapest 1011 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Hungarian",,,,,,,,,,,,"budapest@artotel.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2424419","false","false","47.50251","19.03947","Chelsea Restaurant","7","+36 1 487 9487","$$ - $$$","3271","2377","#1,953 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d2424419-Reviews-Chelsea_Restaurant-Budapest_Central_Hungary.html","http://www.artotels.com/budapest-hotel-hu-h-1011/hunbuart/dinings?s_cid=tl.ta.abuchel"
"Futo u. 37-45, Budapest 1083 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16868637","false","false","47.48612","19.07453","Cafe Frei Corvin Plaza","7",,"","3271","2379","#1,955 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d16868637-Reviews-Cafe_Frei_Corvin_Plaza-Budapest_Central_Hungary.html","https://www.cafefrei.com/cafe-frei-magyarorszag"
"Erkel utca 14., Budapest 1092 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9733197","false","false","47.487118","19.062857","Doktor Blazej - Primator Pub","3","+36 1 210 7351","$","3271","2371","#1,947 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d9733197-Reviews-Doktor_Blazej_Primator_Pub-Budapest_Central_Hungary.html","https://www.facebook.com/DoktorBlazej/"
"Kecskemeti utca 8., Budapest 1053 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,,,"narancs803388@gmail.com","1410","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1380","720",,,,,"1410","720",,,,,"1410","720",,,,,"8784646","false","false","47.490463","19.05984","Perfetto Italian Kitchen- Kecskemeti","427","+36 1 798 9638","$$ - $$$","3271","2374","#1,950 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8784646-Reviews-Perfetto_Italian_Kitchen_Kecskemeti-Budapest_Central_Hungary.html","http://www.facebook.com/Perfetto-Italian-Kitchen-928312563907300"
"Dob utca 40, Budapest 1072 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Hungarian","International","European","Gastropub",,,,,,,,,,,,"1260","720",,,,,"1440","720",,,,,"1440","720",,,,,"1560","720",,,,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,,,"6776636","false","false","47.49966","19.062546","Racskert","24","+36 1 321 0816","$$ - $$$","3271","2372","#1,948 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6776636-Reviews-Racskert-Budapest_Central_Hungary.html","http://www.facebook.com/racskert"
"Akacfa utca 12-14, Budapest 1072 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6778469","false","false","47.49808","19.06798","Mono Bar","7","+36 1 266 0440","","3271","2380","#1,956 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6778469-Reviews-Mono_Bar-Budapest_Central_Hungary.html",
"Frankel Leo Ut 13, Budapest 1023 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1020","540",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1020","420",,,,,"19800948","false","false","47.514336","19.03767","Lipoti Bistro & Cafe","2",,"","3271","2387","#1,963 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19800948-Reviews-Lipoti_Bistro_Cafe-Budapest_Central_Hungary.html","https://www.facebook.com/cafelipoti/"
"Raday street 17, Budapest 1092 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Bangladeshi","Indian","Fast Food","Street Food",,,,,,,,,,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"13005290","false","false","47.486637","19.063437","Soshadu","3","+36 70 622 2404","$","3271","2384","#1,960 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13005290-Reviews-Soshadu-Budapest_Central_Hungary.html","https://www.facebook.com/Soshadulove/"
"Erzsebet koerut 50, Budapest 1073 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,"robimanager@yahoo.it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5217986","false","false","47.50231","19.06637","Rapido Fast & Good","25","+36 20 260 3505","","3271","2386","#1,962 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d5217986-Reviews-Rapido_Fast_Good-Budapest_Central_Hungary.html","https://www.facebook.com/RapidoFastGood"
"Zahony U. 7 Le Garage - Graphisoft Park, Budapest 1031 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Hungarian",,,,,,,,,,,,"macondobrunch@gmail.com",,,,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,,,,,,,"17836708","false","false","47.560177","19.054325","A Table","2","+36 30 744 6347","$","3271","2389","#1,965 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d17836708-Reviews-A_Table-Budapest_Central_Hungary.html","https://www.facebook.com/atablegraphisoft"
"Pozsonyi u. 4/f., Budapest 1045 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","European","Pub","Hungarian",,,,,,,,,,"gonczyetterem@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10305881","false","false","47.55473","19.0896","Gonczy Restaurant and Bar","6","+36 1 389 0038","$$ - $$$","3271","2382","#1,958 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10305881-Reviews-Gonczy_Restaurant_and_Bar-Budapest_Central_Hungary.html",
"Jegenye Utca 37/A, Budapest 1107 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19852263","false","false",,,"Xiyouji","2",,"$$ - $$$","3271","2385","#1,961 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19852263-Reviews-Xiyouji-Budapest_Central_Hungary.html",
"1051 Bp. Szende Pal U. 1, Budapest 1051 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7051680","false","false","47.49668","19.04826","Ambassador Etterem Budapest","3","+36 1 266 6720","","3271","2383","#1,959 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7051680-Reviews-Ambassador_Etterem_Budapest-Budapest_Central_Hungary.html",
"Huvoesvoelgyi ut 110/B, Budapest 1021 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,"fullhouseetterm1@gmail.com","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"8532892","false","false","47.530544","18.978779","Full House Restaurant","29","+36 1 200 8338","$$ - $$$","3271","2381","#1,957 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8532892-Reviews-Full_House_Restaurant-Budapest_Central_Hungary.html","http://www.fullhouse.hu/"
"Ferenc Ter 1, Budapest 1094 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Spanish","Portuguese","Wine Bar","Hungarian",,,,,,,,,"info@fillthewinebox.com",,,,,,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"1440","840",,,,,"1440","840",,,,,"17817733","false","false","47.48128","19.0731","Fill The Winebox","3","+36 30 302 8047","$$$$","3271","2388","#1,964 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d17817733-Reviews-Fill_The_Winebox-Budapest_Central_Hungary.html","http://www.fillthewinebox.com/"
"Tolgyfa Utca 9, Budapest 1027 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,"900","450",,,,,"900","450",,,,,"900","450",,,,,"900","450",,,,,"720","450",,,,,,,,,,,"18935728","false","false","47.514034","19.036674","Flint Coffee Shop","2",,"$$ - $$$","3271","2390","#1,966 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d18935728-Reviews-Flint_Coffee_Shop-Budapest_Central_Hungary.html",
"Trefort utca 2, Budapest 1088 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5820181","false","false","47.4937","19.06335","Ristorante a budapest","5",,"$$ - $$$","3271","2399","#1,975 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d5820181-Reviews-Ristorante_a_budapest-Budapest_Central_Hungary.html",
"Peceli ut 203, Budapest 1171 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1080","600",,,,,,,,,,,,,,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"6413574","false","false","47.48823","19.2885","Cuki Cukraszda","2","+36 30 242 7965","","3271","2392","#1,968 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6413574-Reviews-Cuki_Cukraszda-Budapest_Central_Hungary.html","http://www.cukicukraszda.mlap.hu"
"Fekete Sas utca 3., Budapest 1027 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,,,,,,,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,,,,,,,"16853585","false","false","47.512775","19.036388","WakeUp Coffeeshop","2",,"$","3271","2397","#1,973 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d16853585-Reviews-WakeUp_Coffeeshop-Budapest_Central_Hungary.html","http://www.facebook.com/Wakeupcoffeebp"
"Etele ut 53., Budapest 1119 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"720","480",,,,,"720","480",,,,,"720","480",,,,,"720","480",,,,,"720","480",,,,,"720","480",,,,,"720","480",,,,,"911339","false","false","47.46402","19.03206","Burger King","11","+36 1 204 2657","$","3271","2391","#1,967 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d911339-Reviews-Burger_King-Budapest_Central_Hungary.html","http://www.burgerking.hu/ettermek/tetenyi"
"Csengery Utca 6, Budapest 1074 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"10498197","false","false","47.49861","19.07153","Pizza Escobar","9","+36 70 703 7070","","3271","2398","#1,974 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10498197-Reviews-Pizza_Escobar-Budapest_Central_Hungary.html","http://pizzaescobar.hu/"
"Szinyei Merse Street 3, Budapest 1063 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,"info@pizzamarko.hu",,,,,,,"1200","690",,,,,"1200","690",,,,,"1200","690",,,,,"1200","690",,,,,"1200","690",,,,,,,,,,,"19271946","false","false","47.51061","19.06907","Pizza Di Marko","2","+36 20 417 5766","$$ - $$$","3271","2396","#1,972 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19271946-Reviews-Pizza_Di_Marko-Budapest_Central_Hungary.html","http://pizzamarko.hu"
"Viola utca 48., Budapest 1094 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12135677","false","false","47.482136","19.076616","Big H Pizzeria","5","+36 1 788 8777","$","3271","2393","#1,969 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12135677-Reviews-Big_H_Pizzeria-Budapest_Central_Hungary.html","http://www.bigh.hu"
"Iranyi utca 5. 4-es METRO bejáratánál, Budapest 1119 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","European","Hungarian",,,,,,,,,,,,,,,,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,,,,,,,"15352646","false","false","47.491055","19.053164","Kolbasz Box","2",,"$","3271","2394","#1,970 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d15352646-Reviews-Kolbasz_Box-Budapest_Central_Hungary.html","http://kolbaszbox.hu/en_GB/#"
"Erzsebet koerut 27, Budapest 1073 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7757358","false","false","47.49439","19.060558","Ordog Godor Sorozo","14","+36 20 439 8968","$","3271","2400","#1,976 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7757358-Reviews-Ordog_Godor_Sorozo-Budapest_Central_Hungary.html","http://www.ordogkocsmak.hu/ordog-sarok-sorozo-3"
"Szent Istvan park Wharf, Budapest 1137 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,"info@fortunahajo.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9853572","false","false","47.5171","19.04899","Lord Nelson Etterem","7","+36 1 288 8100","$$ - $$$","3271","2395","#1,971 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d9853572-Reviews-Lord_Nelson_Etterem-Budapest_Central_Hungary.html","http://fortunahajo.hu/hu/etterem/"
"Karinthy Frigyes ut 17, Budapest 1117 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"damarcobudapest@gmail.com",,,,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1500","960",,,,,"1500","960",,,,,"1440","960",,,,,"4309072","false","false","47.47641","19.05129","Pizza Da Marco","18","+36 30 290 9697","$$ - $$$","3271","1709","#1,371 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d4309072-Reviews-Pizza_Da_Marco-Budapest_Central_Hungary.html","https://www.facebook.com/pages/Pizza-Da-Marco-pizz%C3%A9ria-s%C3%B6r%C3%B6z%C5%91/212484782213530"
"Erzsebet ter 7-8 Kempinski Corvinus Hotel, Budapest 1051 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9460239","false","false","47.49738","19.0523","Benediction Brunch","9","+36 1 429 3391","$$ - $$$","3271","1704","#1,367 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d9460239-Reviews-Benediction_Brunch-Budapest_Central_Hungary.html","http://www.kempinski.com/en/budapest/hotel-corvinus/dining/culinary-highlights/benediction/"
"Ulloi Ut 115, Budapest 1091 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","American","Bar","European","Pub","Street Food","Hungarian",,,,,,,,,"1320","660",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","660",,,,,"12253731","false","false","47.46894","19.11625","Firpo Burger","30","+36 20 624 4040","$$ - $$$","3271","1705","#1,368 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12253731-Reviews-Firpo_Burger-Budapest_Central_Hungary.html","http://firpoburger.hu/"
"Szent Imre ter 11., Budapest 1211 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","European","Pub","Gastropub","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17409868","false","false","47.430195","19.069592","Corner Garden Bistro & Cafe","5","+36 30 790 6619","","3271","1702","#1,366 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d17409868-Reviews-Corner_Garden_Bistro_Cafe-Budapest_Central_Hungary.html","http://www.cornergardenbistro.com"
"Alkotmany U 4, Budapest 1054 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,"info@beyondwithin.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12001814","false","false","47.49273","19.056255","Beyond Within","9","+36 20 281 9675","$$ - $$$","3271","1708","#205 of 324 Coffee & Tea in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12001814-Reviews-Beyond_Within-Budapest_Central_Hungary.html","http://beyondwithin.hu/"
