"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"14 Nicolson Street, Edinburgh EH8 9DW Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3394013","false","false","55.946774","-3.185776","Thai Basil","58",,"$$ - $$$","2181","1988","#1,629 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d3394013-Reviews-Thai_Basil-Edinburgh_Scotland.html",
"6 Newington Road, Edinburgh EH9 1QS Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Fast Food","Asian",,,,,,,,,,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"12942212","false","false","55.93906","-3.17945","Hot Kung Fu","14",,"","2181","1992","#1,632 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d12942212-Reviews-Hot_Kung_Fu-Edinburgh_Scotland.html","http://www.hotkungfuedinburgh.co.uk/"
"232 Oxgangs Road North, Edinburgh EH13 9BQ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"16907548","false","false","55.908817","-3.228616","Taste Hong Kong","7","+44 131 441 1695","$","2181","1986","#1,627 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d16907548-Reviews-Taste_Hong_Kong-Edinburgh_Scotland.html","http://www.tastehongkong.co.uk/"
"243 St. Johns Road, Edinburgh EH12 7XD Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","British","Pub",,,,,,,,,,,,,"thecenturion243@gmail.com","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"13124516","false","false","55.94311","-3.28863","The Centurion","3","+44 131 334 7687","","2181","1993","#1,633 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d13124516-Reviews-The_Centurion-Edinburgh_Scotland.html","https://thecenturion.co.uk/"
"129 Liberton Brae, Edinburgh EH16 6LD Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Fast Food",,,,,,,,,,,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"5425566","false","false","55.91493","-3.16521","New Fortune Cookie","24","+44 131 664 4466","$$ - $$$","2181","1990","#220 of 264 Quick Bites in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5425566-Reviews-New_Fortune_Cookie-Edinburgh_Scotland.html",
"8 Calder Park, Edinburgh EH11 4JN Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1410","990",,,,,"1410","990",,,,,"1410","990",,,,,"1410","990",,,,,"1410","990",,,,,"1410","990",,,,,"1410","990",,,,,"4925335","false","false","55.91975","-3.295427","Mario's Takeaway","5","+44 131 467 7711","$$ - $$$","2181","1654","#1,340 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4925335-Reviews-Mario_s_Takeaway-Edinburgh_Scotland.html","https://www.facebook.com/mariostakeaway.co.uk/"
"3 Waverley Bridge, Edinburgh EH1 1BQ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5423516","false","false","55.95284","-3.190432","McDonald's","97","+44 131 556 6597","$","2181","1658","#190 of 264 Quick Bites in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5423516-Reviews-McDonald_s-Edinburgh_Scotland.html","http://www.mcdonalds.co.uk/"
"28 Glasgow Road, Edinburgh EH12 8HL Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Fast Food","Thai",,,,,,,,,,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"7589320","false","false","55.94235","-3.29534","Lucky Chen","31","+44 131 476 7089","$$ - $$$","2181","1662","#1,346 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d7589320-Reviews-Lucky_Chen-Edinburgh_Scotland.html","http://luckychenonline.co.uk/"
"37 Duke Street, Edinburgh EH6 8HH Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"info@thecakerybakery.co.uk",,,,,,,"960","600",,,,,"960","600",,,,,"960","600",,,,,"960","600",,,,,"960","600",,,,,"960","600",,,,,"20318765","false","false","55.9701","-3.169753","Cakery Bakery","2","+44 131 553 6234","","2181","1665","#36 of 38 Bakeries in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d20318765-Reviews-Cakery_Bakery-Edinburgh_Scotland.html","http://www.thecakerybakery.co.uk"
"Police Box, Marchmont Cresent, Edinburgh Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17779227","false","false","55.95907","-3.21243","Missy's Vegan Cake Box","2",,"","2181","1671","#1,353 of 1,906 Restaurants in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d17779227-Reviews-Missy_s_Vegan_Cake_Box-Edinburgh_Scotland.html","http://www.facebook.com/pages/category/Food-Stand/Missys-Vegan-Cake-Box-2355270834493737/"
"27A Marchmont Road, Edinburgh EH9 1HY Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegan Options",,,,,,,,,,,,,,,"1080","600",,,,,"1080","600",,,,,,,,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"7133627","false","false","55.938545","-3.194702","Garden Y Cafe","4","+44 7828 455326","$","2181","1670","#64 of 69 Dessert in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d7133627-Reviews-Garden_Y_Cafe-Edinburgh_Scotland.html","http://www.facebook.com/GardenYcafe/"
"560 Gorgie Road, Edinburgh EH11 3AL Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,"pizzaplusedi@gmail.com","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"12823589","false","false","55.931255","-3.252174","Pizza Plus","3","+44 131 443 4582","$$ - $$$","2181","1666","#1,349 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d12823589-Reviews-Pizza_Plus-Edinburgh_Scotland.html","http://www.pizzaplusedi.co.uk"
"13-29 Nicolson Street Festival Theatre, Edinburgh EH8 9FT Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","British","Scottish",,,,,,,,,,,,"cafe@capitaltheatres.com",,,,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"19322721","false","false","55.94677","-3.18577","Festival Theatre Cafe","3","+44 131 622 8097","$","2181","1672","#1,354 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19322721-Reviews-Festival_Theatre_Cafe-Edinburgh_Scotland.html","http://www.capitaltheatres.com/your-visit/festival-theatre/food-drink/festival-theatre-cafe"
"45 South Bridge, Edinburgh EH1 1LL Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Fast Food","Asian",,,,,,,,,,,,"office@numifood-eating.com","1320","705",,,,,"1320","705",,,,,"1320","705",,,,,"1320","705",,,,,"1320","705",,,,,"1320","705",,,,,"1320","705",,,,,"17851138","false","false","55.94837","-3.186397","Numi Food","15","+44 131 558 3889","$$ - $$$","2181","1668","#1,351 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d17851138-Reviews-Numi_Food-Edinburgh_Scotland.html","http://www.numifood-eating.com"
"76 Colinton Mains Drive, Edinburgh EH13 9BJ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Pizza","Vegetarian Friendly",,,,,,,,,,,,,"1320","990",,,,,"1320","990",,,,,"1320","990",,,,,"1320","990",,,,,"1320","990",,,,,"1320","990",,,,,"1320","990",,,,,"11760167","false","false","55.909523","-3.233238","Sugar & Spice, Grill House","27","+44 131 441 2846","$$ - $$$","2181","1673","#191 of 264 Quick Bites in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d11760167-Reviews-Sugar_Spice_Grill_House-Edinburgh_Scotland.html","https://www.sugarandspicegrill.co.uk/"
"15-17 Frederick Street, Edinburgh EH2 2EY Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,"1260","600",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1320","720",,,,,"1320","600",,,,,"5081392","false","false","55.952057","-3.199586","Frederick Street Cafe Bar Restaurant","20","+44 131 226 4562","$$ - $$$","2181","1669","#1,352 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5081392-Reviews-Frederick_Street_Cafe_Bar_Restaurant-Edinburgh_Scotland.html",
"33 Duke Street, Edinburgh EH6 8HH Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"5425581","false","false","55.97007","-3.16995","Lucky Buddha","23","+44 131 555 1273","$","2181","2156","#1,761 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5425581-Reviews-Lucky_Buddha-Edinburgh_Scotland.html","http://www.luckybuddhaonline.co.uk"
"109 Princes Street 1st Floor, Edinburgh EH2 3AA Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","British","Scottish",,,,,,,,,,,,"hello@cuckoosbakery.co.uk","900","660",,,,,"900","600",,,,,"900","600",,,,,"900","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"17795333","false","false","55.951347","-3.201466","Cuckoo's Bakery Princes Street","2",,"$$ - $$$","2181","1667","#1,350 of 1,906 Restaurants in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d17795333-Reviews-Cuckoo_s_Bakery_Princes_Street-Edinburgh_Scotland.html","http://www.cuckoosbakery.co.uk"
"Ferrymuir Retail Park, South Queensferry, Edinburgh EH30 9QU Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"4911453","false","false","55.98314","-3.397801","Burger King","78","+44 131 331 5164","$","2181","2170","#256 of 264 Quick Bites in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g4049419-d4911453-Reviews-Burger_King-South_Queensferry_Edinburgh_Scotland.html","https://locations.burgerking.co.uk/edinburgh/ferrymiur-retail-park--south-queensferry.html"
"Assembly Street, Edinburgh EH6 7BQ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10607343","false","false","55.97521","-3.16568","The Real Pizza Factory","7",,"$$ - $$$","2181","2172","#1,771 of 1,906 Restaurants in Edinburgh","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d10607343-Reviews-The_Real_Pizza_Factory-Edinburgh_Scotland.html","http://www.therealpizzafactory.co.uk/free-pizza-fb.html"
"106 Rose Street, Edinburgh EH2 3JF Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"11668642","false","false","55.95184","-3.20278","Rose Street Takeaway","20",,"$","2181","2167","#254 of 264 Quick Bites in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d11668642-Reviews-Rose_Street_Takeaway-Edinburgh_Scotland.html",
"131 Dalry Road, Edinburgh EH11 2EA Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Fast Food",,,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"6873717","false","false","55.942947","-3.220614","Domino's Pizza","18","+44 131 313 3399","","2181","2168","#255 of 264 Quick Bites in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d6873717-Reviews-Domino_s_Pizza-Edinburgh_Scotland.html","https://www.dominos.co.uk/?utm_source=extended_network&utm_medium=yext&y_source=1_MTIxMzcxMDEtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Waverley Railway Station, Opposite Ticket Office / Information Centre, Edinburgh EH1 1BB Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","British","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11688138","false","false","55.951866","-3.189067","The Beer House","66","+44 131 557 9124","$$ - $$$","2181","2169","#1,769 of 1,906 Restaurants in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d11688138-Reviews-The_Beer_House-Edinburgh_Scotland.html","http://www.networkrail.co.uk/edinburgh-waverley-station/shops/"
"Waverley Railway Station Food Court, Edinburgh EH1 1BB Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"4912611","false","false","55.952095","-3.189192","Burger King","120","+44 131 557 9128","$","2181","2173","#257 of 264 Quick Bites in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4912611-Reviews-Burger_King-Edinburgh_Scotland.html","https://locations.burgerking.co.uk/edinburgh/food-court--waverley-station.html"
"Unit 8 Ocean Terminal Shopping Centre, Edinburgh EH6 6JJ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8626997","false","false",,,"Mezcal Mole","22","+44 131 261 5877","$$ - $$$","2181","2171","#1,770 of 1,906 Restaurants in Edinburgh","1.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d8626997-Reviews-Mezcal_Mole-Edinburgh_Scotland.html",
"1 South Charlotte Street, Edinburgh EH2 4AN Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"17638249","false","false","55.95069","-3.20573","KFC","9","+44 131 225 8724","$","2181","2174","#1,772 of 1,906 Restaurants in Edinburgh","1.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d17638249-Reviews-KFC-Edinburgh_Scotland.html","https://www.kfc.co.uk/kfc-near-me/edinburgh-south-charlotte-street"
"242 Morrison Street, Edinburgh EH3 8DT Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"19295084","false","false","55.946304","-3.214305","Malones Edinburgh","17","+44 131 603 5550","","2181","1664","#1,348 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19295084-Reviews-Malones_Edinburgh-Edinburgh_Scotland.html","http://malonesedinburgh.com"
"46A Haymarket Terrace, Edinburgh EH12 5LA Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek",,,,,,,,,,,,,"info@wood-house.co.uk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14071579","false","false","55.946068","-3.220881","Wood House Restaurant","13","+44 131 241 1228","$$$$","2181","2166","#1,768 of 1,906 Restaurants in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d14071579-Reviews-Wood_House_Restaurant-Edinburgh_Scotland.html","http://wood-house.co.uk"
"Edinburgh Airport, Edinburgh EH12 9DN Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"17741922","false","false","55.94787","-3.363111","Burger King","10","+44 131 344 3539","$","2181","2175","#258 of 264 Quick Bites in Edinburgh","1.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d17741922-Reviews-Burger_King-Edinburgh_Scotland.html","https://locations.burgerking.co.uk/edinburgh/edinburgh-airport.html"
"195 Gorgie Road, Edinburgh Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1815068","false","false","55.93741","-3.233668","7 brothers cafe","7",,"","2181","1676","#180 of 214 Coffee & Tea in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1815068-Reviews-7_brothers_cafe-Edinburgh_Scotland.html",
"18 William Street, Edinburgh EH3 7NH Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10926099","false","false","55.9495","-3.2122","Kristoff Koffee","3","+44 131 629 6538","","2181","1682","#1,361 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d10926099-Reviews-Kristoff_Koffee-Edinburgh_Scotland.html",
"138 Dundas Street, Edinburgh EH3 5DQ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Cafe","British","Scottish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19805258","false","false",,,"Meltmongers","2","+44 131 466 5845","","2181","1674","#1,355 of 1,906 Restaurants in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19805258-Reviews-Meltmongers-Edinburgh_Scotland.html",
"Hermiston Gate Retail Park, Milton Road, Edinburgh EH11 4DC Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","American",,,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"6102619","false","false","55.92624","-3.309983","Kfc","80",,"$","2181","2179","#262 of 264 Quick Bites in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d6102619-Reviews-Kfc-Edinburgh_Scotland.html","http://www.kfc.co.uk/our-restaurants/find-a-kfc?search=edinburgh"
"6 Stenhouse Cross, Edinburgh EH11 3JY Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,"alisedinburgh@gmail.com","1425","960",,,,,"1425","960",,,,,"1425","960",,,,,"1425","960",,,,,"1425","960",,,,,"1425","960",,,,,"1425","960",,,,,"4923454","false","false","55.93272","-3.25979","Ali's Takeaway","15","+44 131 443 8855","$","2181","2181","#264 of 264 Quick Bites in Edinburgh","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4923454-Reviews-Ali_s_Takeaway-Edinburgh_Scotland.html","http://www.alistakeaway.com/"
"109 Princes Street, Edinburgh EH2 3AA Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"960","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"12981603","false","false","55.951347","-3.201466","Patisserie Valerie","33","+44 131 226 5260","$$ - $$$","2181","1675","#179 of 214 Coffee & Tea in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d12981603-Reviews-Patisserie_Valerie-Edinburgh_Scotland.html","https://www.patisserie-valerie.co.uk/edinburgh-debenhams.aspx"
"1 Commercial Street The Shore, Leith, Edinburgh EH6 6JA Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,"admin@theadriatico.co.uk","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"13315120","false","false","55.976387","-3.170824","Adriatico","9","+44 131 554 5272","$$ - $$$","2181","1680","#1,359 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d13315120-Reviews-Adriatico-Edinburgh_Scotland.html","http://www.theadriatico.co.uk"
"London Road Meadow Bank 25 Parsons Green Terrace, Edinburgh EH8 7AF Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19494327","false","false","55.95533","-3.15374","Taste Of Spice","2","+44 131 629 2525","$$ - $$$","2181","1677","#1,356 of 1,906 Restaurants in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19494327-Reviews-Taste_Of_Spice-Edinburgh_Scotland.html",
"Lothian Rd Lifestyle Express 49, Edinburgh EH1 2DJ Scotland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17693142","false","false","55.94786","-3.205912","Krispy Kreme","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d17693142-Reviews-Krispy_Kreme-Edinburgh_Scotland.html",
"10 Clifton Terrace, Edinburgh EH12 5DR Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Pizza","British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14093098","false","false","55.94608","-3.21849","Station Takeaway","14","+44 131 346 8723","$","2181","2176","#259 of 264 Quick Bites in Edinburgh","1.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d14093098-Reviews-Station_Takeaway-Edinburgh_Scotland.html",
"32 Newcraighall Rd Kinnaird Retail Park, Edinburgh EH15 3HR Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"8866717","false","false","55.931965","-3.105759","KFC","19","+44 131 657 1747","","2181","2177","#260 of 264 Quick Bites in Edinburgh","1.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d8866717-Reviews-KFC-Edinburgh_Scotland.html","https://www.kfc.co.uk/kfc-near-me/edinburgh-kinnaird-park"
"50 Potterrow, Edinburgh EH8 9BT Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Cafe","Middle Eastern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3474807","false","false","55.944923","-3.186196","The Aroma Cafe","13",,"","2181","1681","#1,360 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d3474807-Reviews-The_Aroma_Cafe-Edinburgh_Scotland.html","http://www.aroma-cafe.net"
"Fort Kinnaird, Edinburgh Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"7994873","false","false",,,"Burger King - Fort Kinnaird","41","+44 131 669 9502","$","2181","2178","#261 of 264 Quick Bites in Edinburgh","1.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d7994873-Reviews-Burger_King_Fort_Kinnaird-Edinburgh_Scotland.html",
"Unit 7 West Shore Road Trading Estate West Shore Road, Edinburgh EH5 1QF Scotland",,,,,,,,,,,,,,,,,,,,,,"British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2509164","false","false","55.98238","-3.24841","West Coast Grill","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d2509164-Reviews-West_Coast_Grill-Edinburgh_Scotland.html",
