"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Sienna 87, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Thai","Nepali",,,,,,,,"1320","660",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,"13302409","false","false","52.22977","20.992","India Express","12","+48 22 468 89 79","$$ - $$$","2961","1483","#1,335 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13302409-Reviews-India_Express-Warsaw_Mazovia_Province_Central_Poland.html","http://indiaexpress.pl"
"Warecka 4/6, Warsaw 00-040 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16673696","false","false","52.23548","21.01738","Green Caffe Nero","3","+48 22 241 11 13","","2961","2114","#1,934 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d16673696-Reviews-Green_Caffe_Nero-Warsaw_Mazovia_Province_Central_Poland.html","https://greencaffenero.pl/pl/stores/warecka/"
"Marszalkowska 4, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1200","660",,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1290","600",,,,,"1290","600",,,,,"1200","660",,,"13340565","false","false","52.21446","21.02138","Xin Chao","16",,"$","2961","1484","#1,336 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13340565-Reviews-Xin_Chao-Warsaw_Mazovia_Province_Central_Poland.html",
"Dereniowa 2a, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1380","660",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,"13219893","false","false","52.14333","21.04469","Domino's Pizza","2",,"","2961","2111","#1,931 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13219893-Reviews-Domino_s_Pizza-Warsaw_Mazovia_Province_Central_Poland.html",
"Ratuszowa 20, Warsaw 03-453 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","International","European","Fusion",,,,,,,"info@thezoopa.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12018194","false","false","52.253696","21.023159","The Zoopa","2","+48 501 085 304","$","2961","2113","#1,933 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12018194-Reviews-The_Zoopa-Warsaw_Mazovia_Province_Central_Poland.html","http://thezoopa.pl/#kontakt"
"ul. Pokorna 2, Warsaw 00-199 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,"manager@daftcafe.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8390633","false","false","52.25455","20.99355","DaftCafe Pokorna","3","+48 668 692 163","$","2961","2112","#1,932 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8390633-Reviews-DaftCafe_Pokorna-Warsaw_Mazovia_Province_Central_Poland.html","http://daftcafe.pl/"
"Ul. Sokolowska 9/U31, Warsaw 01-142 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Polish","European","Spanish",,,,,,,,"1260","540",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","540",,,"8784737","false","false","52.23259","20.95953","Biocultura Cafe","8","+48 600 373 051","$$ - $$$","2961","1486","#1,338 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8784737-Reviews-Biocultura_Cafe-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/bioculturacafe/timeline"
"ul. aleja Komisji Edukacji Narodowej 52 Al. K. E. N. 52, Lokal U5, Warsaw 02-797 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8277597","false","false","52.14401","21.05407","Broadway","3",,"","2961","2115","#1,935 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8277597-Reviews-Broadway-Warsaw_Mazovia_Province_Central_Poland.html",
"Plowce 4, Warsaw 04-310 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Cafe","International","European","Contemporary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12998564","false","false","52.24616","21.10781","Beza Kawka","2",,"$","2961","2120","#1,940 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12998564-Reviews-Beza_Kawka-Warsaw_Mazovia_Province_Central_Poland.html",
"ul. Tarczynska 3A, Warsaw 02-025 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Brew Pub","Polish","Pub","Healthy","Bar","European","Soups",,,,"guzzek@gmail.com",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","900",,,"8748308","false","false","52.223434","20.989231","Obroty Rzeczy Restaurant & Cafe","19","+48 22 115 16 26","$","2961","994","#882 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8748308-Reviews-Obroty_Rzeczy_Restaurant_Cafe-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/ObrotyRzeczy"
"Okopowa 23, Warsaw 01-059 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,"info@chinczykzsenatorskiej.pl",,,,,"1140","720",,,,,"1140","720",,,,,"1140","720",,,,,"1140","720",,,,,"1140","720",,,,,"1020","720",,,"1058182","false","false","52.2389","20.977873","Chinczyk z Senatorskiej","23","+48 22 632 72 97","$","2961","1725","#1,560 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d1058182-Reviews-Chinczyk_z_Senatorskiej-Warsaw_Mazovia_Province_Central_Poland.html","http://chinczykzsenatorskiej.pl"
"ul. Polna 40, Warsaw 00-635 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Danish","International","Healthy",,,,,,"polnacorner@frankies.pl","1200","600",,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","600",,,"14793050","false","false","52.21823","21.015024","frankie's","4","+48 881 458 656","$$ - $$$","2961","1728","#1,563 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14793050-Reviews-Frankie_s-Warsaw_Mazovia_Province_Central_Poland.html","http://frankies.pl/lokale/"
"ul. Wilcza 29A, Warsaw 00-544 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Vegetarian Friendly",,,,,,,,,"wilczyglod2013@gmail.com","1260","600",,,"1200","570",,,,,"1320","570",,,,,"1320","570",,,,,"1320","570",,,,,"1380","570",,,,,"1380","600",,,"6828084","false","false","52.22489","21.01621","Wilczy Glod Restaurant","20","+48 502 771 447","$$ - $$$","2961","1781","#1,615 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d6828084-Reviews-Wilczy_Glod_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/pages/Wilczy-G%C5%82%C3%B3d/619742821411695?sk=timeline"
"Nowy Swiat 22/28, Warsaw 00-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,"biuro@kafefajka.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12448279","false","false","52.233025","21.020514","Burger Boss","7",,"$","2961","1785","#1,619 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12448279-Reviews-Burger_Boss-Warsaw_Mazovia_Province_Central_Poland.html","http://pawilonynowyswiat.pl/pawilon/burger-boss/"
"ul. Woloska 12, Warsaw 02-675 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,"nandana.restauracja@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19415282","false","false",,,"Nandana Indian restaurant & coffee","4","+48 731 444 602","","2961","1790","#1,624 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d19415282-Reviews-Nandana_Indian_restaurant_coffee-Warsaw_Mazovia_Province_Central_Poland.html","http://www.nandana.pl/"
"Krakowskie PrzedmieScie 29, Warsaw 00-071 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Japanese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10462291","false","false","52.244125","21.014168","Geisha Sushi - SrodmieScie","18","+48 22 468 81 00","","2961","1786","#1,620 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10462291-Reviews-Geisha_Sushi_SrodmieScie-Warsaw_Mazovia_Province_Central_Poland.html","http://www.geishasushi.pl"
"ul. aleja Komisji Edukacji Narodowej 53 4 min pieszo od Metra Imielin, Warsaw 02-797 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"ken@staroswiecka.pl","1380","600",,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,"6352074","false","false","52.14647","21.050129","Restauracja Staroswiecka","40","+48 22 436 58 68","$$ - $$$","2961","1782","#1,616 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d6352074-Reviews-Restauracja_Staroswiecka-Warsaw_Mazovia_Province_Central_Poland.html","http://www.staroswiecka.pl"
"Ulica Serocka 25 Lokol 18, Warsaw 04-333 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1260","660",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,"11749565","false","false","52.24564","21.10018","Koza Cafe","13",,"$","2961","998","#886 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d11749565-Reviews-Koza_Cafe-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/KOZA-CAFE-721324684566766/about/"
"Hoza 27A, Warsaw 00-521 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Polish","European",,,,,,,,"lokaldelakrem@gmail.com","1260","600",,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","600",,,"12459768","false","false","52.22635","21.01538","Lokal Dela Krem","16","+48 503 811 101","$","2961","995","#883 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12459768-Reviews-Lokal_Dela_Krem-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/lokaldelakrem/"
"ul. Grojecka 120, Warsaw 02-367 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"948226","false","false","52.20699","20.97237","Domino's Pizza","32","+48 22 822 30 41","$$ - $$$","2961","1787","#1,621 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d948226-Reviews-Domino_s_Pizza-Warsaw_Mazovia_Province_Central_Poland.html",
"Niemcewicza 3, Warsaw 02-058 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,"filtrycafe@gmail.com","1200","540",,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","540",,,"6486297","false","false","52.22044","20.98869","Filtry Cafe","13","+48 508 221 432","$$ - $$$","2961","1000","#61 of 126 Coffee & Tea in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d6486297-Reviews-Filtry_Cafe-Warsaw_Mazovia_Province_Central_Poland.html","http://www.filtrycafe.pl/"
"Aleja Jana Pawla II 82 Arkadia, Warsaw 00-175 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Mediterranean",,,,,,,,,"m.lewczuk@mediadem.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12645981","false","false","52.25636","20.9823","Fenicja","14","+48 570 440 466","$$ - $$$","2961","1789","#1,623 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12645981-Reviews-Fenicja-Warsaw_Mazovia_Province_Central_Poland.html","http://arkadia.com.pl/restaurant/Fenicja"
"ul. Wolska 50A Suite 23, Warsaw 01-187 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Grill",,,,,,,,,"j.pochylska@gmail.com","1200","840",,,"1200","780",,,,,"1200","780",,,,,"1200","780",,,,,"1200","780",,,,,"1260","780",,,,,"1260","780",,,"6999276","false","false","52.234394","20.969437","Burger Chata","7","+48 501 019 561","$","2961","1730","#1,564 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d6999276-Reviews-Burger_Chata-Warsaw_Mazovia_Province_Central_Poland.html","http://www.burger-chata.pl"
"Raclawicka 99, Warsaw 00-634 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"rezerwacje@restauracjaforty.pl","1080","720",,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,"20373180","false","false","52.19475","20.995571","Forty","4","+48 739 033 055","$$ - $$$","2961","1726","#1,561 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d20373180-Reviews-Forty-Warsaw_Mazovia_Province_Central_Poland.html","http://www.restauracjaforty.pl"
"Ul. Chmielna 27/31, Warsaw 00-021 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Turkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7168605","false","false","52.23186","21.01316","Kebab King","54","+48 22 624 32 08","$","2961","1783","#1,617 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d7168605-Reviews-Kebab_King-Warsaw_Mazovia_Province_Central_Poland.html","http://kebabking.biz/restaurants"
"Gen. Jozefa Zajaczka 9A, Warsaw 01-765 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Seafood","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8837137","false","false","52.261047","20.991035","Luski i OSci Sushi","33","+48 22 415 75 75","$$ - $$$","2961","997","#885 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8837137-Reviews-Luski_i_OSci_Sushi-Warsaw_Mazovia_Province_Central_Poland.html","http://luskiosci.pl/"
"Plac Zamkowy 10, Warsaw 00-277 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,"1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,"1998043","false","false","52.248444","21.014221","Pizza Hut Zamek","80","+48 519 191 668","$$ - $$$","2961","1721","#1,557 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d1998043-Reviews-Pizza_Hut_Zamek-Warsaw_Mazovia_Province_Central_Poland.html","https://pizzahut.pl/restaurants/536-pizza-hut-warszawa-zamek?y_source=1_MTE1ODI3MDItNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"ul. Slupecka 1 Near Plac Narutowicza, Warsaw 02-314 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,,,,,"15199217","false","false","52.22023","20.98248","Bar Korona","3",,"","2961","1727","#1,562 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15199217-Reviews-Bar_Korona-Warsaw_Mazovia_Province_Central_Poland.html",
"Emilii Plater 47, Warsaw 00-118 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Fast Food","Thai","Vegetarian Friendly",,,,,,"emiliiplater@lemonka.eu","1320","720",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,"8014977","false","false","52.23194","21.002892","Lemonka Oriental Taste","53","+48 530 293 878","$","2961","992","#880 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8014977-Reviews-Lemonka_Oriental_Taste-Warsaw_Mazovia_Province_Central_Poland.html","http://lemonka.eu/kontakt"
"J.K. Chodkiewicza 3, Warsaw 02-593 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Seafood","Wine Bar",,,,,,,"restauracja@citywinery.pl","1320","600",,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,"15812860","false","false","52.202145","20.99538","City Winery","18","+48 22 121 27 58","$$$$","2961","993","#881 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15812860-Reviews-City_Winery-Warsaw_Mazovia_Province_Central_Poland.html","http://www.citywinery.pl"
"Niepodleglosci 142a Metro Pole Mokotowskie, Warsaw 02-554 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly","Vegan Options",,,,,,,,,"hello@telaviv.pl","1200","600",,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","600",,,"12480174","false","false","52.205486","21.00893","Tel Aviv Urban Food","24","+48 785 002 989","$","2961","991","#879 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12480174-Reviews-Tel_Aviv_Urban_Food-Warsaw_Mazovia_Province_Central_Poland.html","http://telaviv.pl"
"Grzybowska 62, Warsaw 00-844 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Greek","Mediterranean",,,,,,,,"kontakt@mykonos-restauracja.pl","1440","720",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1440","720",,,"21164720","false","false","52.23422","20.986847","Mykonos Greek Restaurant & Bar","7","+48 22 270 17 71","","2961","1784","#1,618 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d21164720-Reviews-Mykonos_Greek_Restaurant_Bar-Warsaw_Mazovia_Province_Central_Poland.html","http://mykonos-restauracja.pl/"
"ul. Chmielna 26, Warsaw 00-020 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7189289","false","false","52.23228","21.01345","Bubbleology","29","+48 22 110 02 21","$","2961","1729","#57 of 62 Quick Bites in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d7189289-Reviews-Bubbleology-Warsaw_Mazovia_Province_Central_Poland.html","http://www.bubbleology.pl/"
"Spokojna 15, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3638184","false","false","52.2517","20.97515","Spokojna 15","42","+48 503 154 272","$$ - $$$","2961","1487","#1,339 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3638184-Reviews-Spokojna_15-Warsaw_Mazovia_Province_Central_Poland.html","http://spokojna15.com"
"ul. plac Gabriela Narutowicza 1, Warsaw 02-029 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10131145","false","false","52.21867","20.983742","Pizzeria & Pub Na Placu","7","+48 798 937 387","$","2961","1788","#1,622 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10131145-Reviews-Pizzeria_Pub_Na_Placu-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/Pizzeria-Pub-na-Placu-699751636826950/"
"ul. Miedzynarodowa 65, Warsaw 03-922 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"kontakt@fregata.waw.pl","1320","600",,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","600",,,"14966668","false","false","52.23966","21.062263","Fregata","3","+48 22 617 61 46","$","2961","1724","#1,559 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14966668-Reviews-Fregata-Warsaw_Mazovia_Province_Central_Poland.html","http://fregata.waw.pl/"
"Skalskiego 3, Warsaw 03-982 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10356122","false","false","52.22942","21.07896","Pizzeria z Nowolipek","19","+48 22 613 44 88","$$ - $$$","2961","1795","#1,629 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10356122-Reviews-Pizzeria_z_Nowolipek-Warsaw_Mazovia_Province_Central_Poland.html","http://znowolipek.pl/goclaw/"
"ul. Wawozowa 31/14, Warsaw 02-796 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"biuro@365obiadow.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15293868","false","false","52.13094","21.05814","365 Obiadow","3","+48 22 412 06 12","","2961","1791","#1,625 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15293868-Reviews-365_Obiadow-Warsaw_Mazovia_Province_Central_Poland.html","http://www.365obiadow.pl/"
"ul. Meissnera 1/3 Ste 305, Warsaw 03-982 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"biuro@caffettano.waw.pl","1320","660",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,"14983224","false","false","52.2236","21.08538","Caffettano","4","+48 22 252 72 72","$$ - $$$","2961","1798","#1,632 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14983224-Reviews-Caffettano-Warsaw_Mazovia_Province_Central_Poland.html","http://caffettano.waw.pl"
"ul. Aleje Jerozolimskie 179 Inside Blue City Shopping Mall, Warsaw 02-222 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,"sakura@onet.eu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8534905","false","false","52.21306","20.95511","Sakura Sushi","4","+48 22 311 72 82","","2961","1794","#1,628 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8534905-Reviews-Sakura_Sushi-Warsaw_Mazovia_Province_Central_Poland.html","http://sushi-sakura.pl"
"Ulica Grochowska 342, Warsaw 03-838 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"xiclo.orient@gmail.com","1260","660",,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","660",,,"12079746","false","false","52.2474","21.05537","Xic Lo","4",,"","2961","1799","#1,633 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12079746-Reviews-Xic_Lo-Warsaw_Mazovia_Province_Central_Poland.html","http://www.xiclo.pl/xiclo-kontakt.html"
"ul. Mokotowska 1 Rondo Jazdy Polskiej, Warsaw 00-640 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,"1320","360",,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,"3206641","false","false","52.21759","21.01619","Saint Honore French Bakery","9","+48 500 239 606","$","2961","1723","#23 of 34 Bakeries in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3206641-Reviews-Saint_Honore_French_Bakery-Warsaw_Mazovia_Province_Central_Poland.html","http://www.saint-honore.pl"
