"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Revnicka 1 Metropole Zličín, 1st floor, Prague 15521 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,"rezervace@pizzafrancesco.cz","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"13118173","false","false","50.05407","14.28781","Pizza Francesco","16","+420 226 081 250","$$ - $$$","5265","4826","#4,223 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d13118173-Reviews-Pizza_Francesco-Prague_Bohemia.html","http://www.metropole.cz/en/stores/pizza-francesco"
"Nevanova 1050/11, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"7124242","false","false","50.06508","14.31599","Gao Sheng","2","+420 775 567 344","","5265","4818","#4,215 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124242-Reviews-Gao_Sheng-Prague_Bohemia.html",
"Staromestske namesti 604/14, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,"info@caffeitalia.cz","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"2309560","false","false","50.087475","14.421563","Caffe Italia","533","+420 724 332 194","$$ - $$$","5265","4827","#4,224 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d2309560-Reviews-Caffe_Italia-Prague_Bohemia.html","http://www.caffeitalia.cz"
"Petrska 1171/21 Nove Mesto, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Italian","Mediterranean","Czech","Central European",,,,,,,,,,,"info@zlataulickaprague.cz","1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1826630","false","false","50.09159","14.434577","Zlata Ulicka","117","+420 233 654 765","$$ - $$$","5265","4821","#4,218 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1826630-Reviews-Zlata_Ulicka-Prague_Bohemia.html","http://www.zlataulickaprague.cz"
"Tomanova 1028/1 Praha 6, Prague 169 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","International","Grill","Czech","Central European",,,,,,,,,,,"management@ladronka.com","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"2569858","false","false","50.07986","14.36154","Usedlost Ladronka","47","+420 724 103 539","$$ - $$$","5265","4825","#4,222 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d2569858-Reviews-Usedlost_Ladronka-Prague_Bohemia.html","http://ladronka.com/"
"Vratislavova 1/21, Prague 128 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"samadhiprague@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6687220","false","false","50.03297","14.22857","Sattvic Vegetarian Restaurant","6","+420 222 968 630","","5265","3307","#2,814 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d6687220-Reviews-Sattvic_Vegetarian_Restaurant-Prague_Bohemia.html",
"Vaclavska 9, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,"bocabocaparty@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7123377","false","false","50.07423","14.41737","Boca Boca","7","+420 222 515 976","$","5265","3315","#2,822 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123377-Reviews-Boca_Boca-Prague_Bohemia.html","http://www.bocaboca.cz"
"Mladoboleslavska 1122, Prague 19700 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech","Central European","Barbecue",,,,,,,,,,,,"provoz@kbelskypivovar.cz","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"16658350","false","false","50.130527","14.547802","Kbelsky pivovar","35","+420 773 099 455","$$ - $$$","5265","3322","#2,829 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d16658350-Reviews-Kbelsky_pivovar-Prague_Bohemia.html","http://kbelskypivovar.cz/"
"Zubateho, 305/6, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7124539","false","false","50.07702","14.40384","Zuby Nehty","5","+420 736 661 211","","5265","3319","#2,826 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124539-Reviews-Zuby_Nehty-Prague_Bohemia.html",
"Krakovska 19, Prague 11000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,"info@stoptimebar.cz","1424","644",,,,,"1424","644",,,,,"1424","644",,,,,"1424","644",,,,,"1424","644",,,,,"1424","644",,,,,"1424","644",,,,,"11855202","false","false","50.078907","14.428164","StopTime Music Bar","5","+420 777 480 292","$$ - $$$","5265","3320","#2,827 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d11855202-Reviews-StopTime_Music_Bar-Prague_Bohemia.html","http://www.facebook.com/StopTimePraha"
"Nakupni 389/3 Shopping mall Europark, Prague 102 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7383773","false","false","50.07256","14.541686","Zariva Perla","8","+420 272 702 828","$$ - $$$","5265","4824","#4,221 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7383773-Reviews-Zariva_Perla-Prague_Bohemia.html","http://www.zarivaperla.cz/"
"Slavikova 1584/3, Prague 120 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","International",,,,,,,,,,,,,"seafoodslavikova@gmail.com","1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"16708528","false","false","50.078564","14.44815","Seafood Bistro","2","+420 601 111 555","$$ - $$$","5265","3316","#2,823 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d16708528-Reviews-Seafood_Bistro-Prague_Bohemia.html","http://www.seafood.cz/"
"Francouzska 80/6, Prague 12000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"bb_pha_francouzska@bb.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000957","false","false","50.07435","14.43808","Bageterie Boulevard","4","+420 724 292 332","$$ - $$$","5265","3314","#2,821 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d14000957-Reviews-Bageterie_Boulevard-Prague_Bohemia.html","https://www.bb.cz/pobocky/francouzska"
"V predpoli 1308/11, Prague 100 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Grill","Pub","Czech",,,,,,,,,,,"info@uzirafy.cz","1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"7904981","false","false","49.99709","14.67547","Restaurace U Zirafy","6","+420 731 031 572","$$ - $$$","5265","3321","#2,828 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7904981-Reviews-Restaurace_U_Zirafy-Prague_Bohemia.html","http://www.uzirafy.cz"
"Arkalycka, 757/6, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"1140","540",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1140","540",,,,,"7123246","false","false","50.03126","14.52865","Amarilis - Arkalycka","4","+420 283 923 141","","5265","4831","#195 of 212 Dessert in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123246-Reviews-Amarilis_Arkalycka-Prague_Bohemia.html","http://www.amarilis.cz"
"Siemensova, 2716/2, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,,,,,,"gosushi@gosushi.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7123395","false","false","50.0481","14.30629","Go Sushi","4","+420 777 833 557","","5265","4835","#4,230 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123395-Reviews-Go_Sushi-Prague_Bohemia.html","http://www.gosushi.cz"
"Na Morani 1749/6 Nove Mesto, Prague 128 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech","Eastern European","Ukrainian",,,,,,,,,,,,"tajka.green@seznam.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2220955","false","false","50.073265","14.415975","Dnister","21","+420 739 020 889","$$ - $$$","5265","4829","#4,226 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d2220955-Reviews-Dnister-Prague_Bohemia.html","http://restaurace-dnister.cz/"
"Nadrazni 116/61, Prague 15000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13001031","false","false","50.06058","14.40895","CAFETIME.cafe","7","+420 257 326 167","$$ - $$$","5265","4837","#4,232 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d13001031-Reviews-CAFETIME_cafe-Prague_Bohemia.html",
"Jakubska 4, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3261966","false","false","49.98784","14.39808","Cafe Vogue","5",,"$$ - $$$","5265","3318","#2,825 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3261966-Reviews-Cafe_Vogue-Prague_Bohemia.html","http://www.cafevogue.cz"
"Jindrisska, 832/1, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7124012","false","false","50.08274","14.42676","Coffee Day","3","+420 234 656 099","","5265","4834","#391 of 434 Coffee & Tea in Prague","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124012-Reviews-Coffee_Day-Prague_Bohemia.html","http://www.coffeeday.com"
"Vojteshska 241/9, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Greek",,,,,,,,,,,,,"salvatore@gattopardo.cz",,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"3836376","false","false","50.07831","14.41478","Il Gattopardo","4","+420 222 512 828","","5265","4828","#4,225 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3836376-Reviews-Il_Gattopardo-Prague_Bohemia.html",
"28. Rijna 378/15, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769731","false","false","50.08367","14.42264","Bageterie Entree","4",,"$$ - $$$","5265","4836","#4,231 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4769731-Reviews-Bageterie_Entree-Prague_Bohemia.html",
"Chlumecka 765/6, Prague 19000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,,"203092@amrest.eu","1170","630",,,,,"1170","630",,,,,"1170","630",,,,,"1170","630",,,,,"1170","630",,,,,"1170","630",,,,,"1170","630",,,,,"4769499","false","false","50.108482","14.58552","KFC","14","+420 235 013 492","$","5265","4830","#4,227 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4769499-Reviews-KFC-Prague_Bohemia.html","https://kfc.cz/?y_source=1_MTU1MDU1MjItNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Belehradska 69, Prague 12000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Fast Food","Turkish",,,,,,,,,,,,,"kebabhous@seznam.cz","1320","720",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","720",,,,,"11854026","false","false","50.0727","14.433289","Kebab House","9","+420 420 773 455235","$","5265","3323","#2,830 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d11854026-Reviews-Kebab_House-Prague_Bohemia.html",
"Krejnicka 1/2021, Prague 148 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","European","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7705806","false","false","50.03284","14.48369","Pizzeria Majak","6","+420 272 933 954","$","5265","4833","#4,229 of 5,416 Restaurants in Prague","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7705806-Reviews-Pizzeria_Majak-Prague_Bohemia.html","http://www.majak-restaurace.cz"
"Rubensova 2238/4, Prague 100 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1541396","false","false","50.06824","14.50973","Restaurace Skalka","4","+420 274 810 698","","5265","4832","#4,228 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1541396-Reviews-Restaurace_Skalka-Prague_Bohemia.html","http://www.restauraceskalka.cz/"
"Vasatkova 1024, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Czech","European",,,,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"4767629","false","false","50.10339","14.57119","Svejk Na Moste","24",,"$$ - $$$","5265","4843","#4,236 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4767629-Reviews-Svejk_Na_Moste-Prague_Bohemia.html",
"Vodickova 4/673, Prague 120 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7608501","false","false","50.07839","14.42171","Italska Cukrarna","7","+420 222 231 699","$$ - $$$","5265","4841","#196 of 212 Dessert in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7608501-Reviews-Italska_Cukrarna-Prague_Bohemia.html",
"Vinohradska, 2828/151, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7124513","false","false","50.078304","14.461205","Thai Spice","10",,"$","5265","4844","#4,237 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124513-Reviews-Thai_Spice-Prague_Bohemia.html",
"Thamova 7, Prague 18600 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,"vratnice@vratnice.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16726739","false","false","50.091415","14.452711","Vratnice","2","+420 777 023 024","$","5265","4840","#134 of 148 Bars & Pubs in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d16726739-Reviews-Vratnice-Prague_Bohemia.html","http://www.vratnice.cz"
"Zenklova 86, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10349891","false","false","50.11193","14.47536","Kebab Bistro","2","+420 777 408 870","","5265","4845","#4,238 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d10349891-Reviews-Kebab_Bistro-Prague_Bohemia.html",
"Lublanska, 1725/31, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,"1380","660",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1380","660",,,,,"7124106","false","false","50.07056","14.43218","V Hotylku","6",,"$","5265","4846","#4,239 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124106-Reviews-V_Hotylku-Prague_Bohemia.html","http://vhotylku.webnode.cz"
"Namesti Miru, 1220/3, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7123239","false","false","50.07601","14.43534","Stastny Drak","5","+420 222 519 586","","5265","4847","#4,240 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123239-Reviews-Stastny_Drak-Prague_Bohemia.html","http://www.asijskarestaurace.cz"
"Liliova 18, Prague 11000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Czech",,,,,,,,,,,,,"rezervace@artculinaireducognac.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12699702","false","false","50.085743","14.416422","Art Culinaire du Cognac","5","+420 604 484 623","$$ - $$$","5265","4839","#4,234 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12699702-Reviews-Art_Culinaire_du_Cognac-Prague_Bohemia.html","http://www.academieducognac.com"
"Podolska 445/40, Prague 147 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican",,,,,,,,,,,,,,,"helma@podolee.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12670651","false","false","50.05147","14.41682","Podolee","6","+420 732 957 287","","5265","4842","#4,235 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12670651-Reviews-Podolee-Prague_Bohemia.html","http://podolee.cz/kontakt/"
"Vinohradska 2828/151, Praha 3 Suterén, Prague 13000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20287685","false","false",,,"pekarstvi Paul OC Flora","1",,"","5265","3857","#3,322 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d20287685-Reviews-Pekarstvi_Paul_OC_Flora-Prague_Bohemia.html","http://www.merci-club.cz"
"Vyskocilova 1461/2a, Prague 14000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","International","Healthy",,,,,,,,,,,,,"info@puzzlesalads.cz",,,,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,,,,,,,"14792187","false","false","50.0474","14.4552","Puzzle Pasta & Salads","2","+420 722 719 714","","5265","3862","#3,326 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d14792187-Reviews-Puzzle_Pasta_Salads-Prague_Bohemia.html","http://puzzlesalads.cz/"
"Rohanske Nabrezi 693, Prague 186 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"winebar@kolby.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20204350","false","false","50.09963","14.466315","Wine Bar Kolby","1","+420 731 687 273","","5265","3863","#3,327 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d20204350-Reviews-Wine_Bar_Kolby-Prague_Bohemia.html","http://winebar.kolby.cz/"
"Malostranske nam. 27/4, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3599619","false","false","50.0877","14.40371","Segafredo Espresso","14",,"$$ - $$$","5265","3860","#351 of 434 Coffee & Tea in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3599619-Reviews-Segafredo_Espresso-Prague_Bohemia.html",
"Michelska, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,"Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12641002","false","false","50.05095","14.45822","Pizza Adria","0","+420 737 110 601","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12641002-Reviews-Pizza_Adria-Prague_Bohemia.html","http://www.adria-pizza.cz"
"U Delnickeho cviciste 6, Prague 16900 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,"Bar","International","European","Pub","Wine Bar",,,,,,,,,,,,"1560","900",,,,,"1560","900",,,,,"1560","900",,,,,"1560","900",,,,,"1560","900",,,,,"1560","900",,,,,"1560","900",,,,,"17578702","false","false","50.08735","14.36735","Fury Smoke","0","+420 702 875 227","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d17578702-Reviews-Fury_Smoke-Prague_Bohemia.html","http://furysmokebar.business.site/"
"Evropska 689/148, Prague 16000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,"Italian","Steakhouse","Pizza","Seafood","Soups",,,,,,,,,,,"info@pizzeriaslamini.cz","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"20122993","false","false","50.098255","14.359238","Pizzeria Slamini","0","+420 606 043 063","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d20122993-Reviews-Pizzeria_Slamini-Prague_Bohemia.html","http://pizzeriaslamini.cz"
"Zlatnicka, 1123/9, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Czech","Central European","European","Pub","Eastern European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7124538","false","false","50.090492","14.432146","ZIatnicka","40","+420 222 311 693","$$ - $$$","5265","3864","#3,328 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124538-Reviews-ZIatnicka-Prague_Bohemia.html",
"Plzenska 8 Nový Smíchov, Prague 150 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18379859","false","false","50.07324","14.40248","Puesto Cafe","2","+420 606 972 406","","5265","3856","#3,321 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d18379859-Reviews-Puesto_Cafe-Prague_Bohemia.html","https://www.facebook.com/Puesto-caf%C3%A9-931042983733988/"
"Na Radosti 242, Prague 155 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7123596","false","false","50.05891","14.29267","Restaurace Na Hristi-FC Zlicin","3",,"","5265","3859","#3,324 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123596-Reviews-Restaurace_Na_Hristi_FC_Zlicin-Prague_Bohemia.html",
